code_postal,prop_at_flood_risk
78580,0.0
78590,0.0
78600,0.17245358899185118
78610,0.0
78620,0.0
78630,0.0
78640,0.0
78650,0.0
78660,0.0
78670,0.16902769302968337
78680,0.0796055776476091
78690,0.0
78700,0.0712483047906341
78710,0.013383041969557773
78711,0.06999880564550959
78720,0.0
78730,0.0
78740,0.05041051911073278
78750,0.0
78760,0.0
78770,0.0
78780,0.2564984732710279
78790,0.0
78800,0.17452747186324313
78810,0.0
78820,0.028117946378377737
78830,0.0
78840,0.08243647213266701
78850,0.0
78860,0.0
78870,0.0
78890,0.0
78910,0.0
78920,0.0
78930,0.0014114132218110433
78940,0.0
78950,0.0
78955,0.3170610785352247
78960,0.0
78970,0.08278508195732663
78980,0.0
78990,0.0
91000,0.025857562562302067
91070,0.0
91080,0.025857562562302067
91090,0.0
91100,0.16724798879560432
91120,0.0
91130,0.11611156748147439
91140,0.0
91150,0.0
91160,0.0
91170,0.3287653697569712
91180,0.0
91190,0.0
91200,0.1674001485202924
91210,0.07966377514311834
91220,0.0
91230,0.1258044930010566
91240,0.0
91250,0.061658489973165184
91260,0.36472370518160285
91270,0.36987488153694226
91280,0.007585118021118724
91290,0.0
91300,0.0
91310,0.0
91320,0.0
91330,0.05450732694701405
91340,0.0
91350,0.11443650417919907
91360,0.012748855466798227
91370,0.0
91380,0.0
91390,0.02173063972629967
91400,0.0
91410,0.0
91420,0.0
91430,0.0
91440,0.0
91450,0.05091299100259758
91460,0.0
91470,0.0
91480,7.896349565893911e-05
91490,0.0
91510,0.0
91520,0.0
91530,0.0
91540,0.0
91550,0.0
91560,0.2170857505330249
91570,0.0
91580,0.0
91590,0.0
91600,0.08180987944475125
91610,0.0
91620,0.0
91630,0.0
91640,0.0
91650,0.0
91660,0.0
91670,0.0
91680,0.0
91690,0.0
91700,0.0
91710,0.0
91720,0.0
91730,0.0
91740,0.0
91750,0.0
91760,0.0
91770,0.0
91780,0.0
91790,0.0
91800,0.004050135130475135
91810,0.0
91820,0.0
91830,0.022344689369439615
91840,0.0
91850,0.0
91860,0.000412650777050584
91870,0.0
91880,0.0
91890,0.0
91910,0.0
91930,0.0
91940,0.0
92000,0.30813506143160785
92100,0.5820942723519348
92110,0.5720617411406118
92120,0.0
92130,0.6027615827250575
92140,0.024304364390331023
92150,0.1583499355647818
92160,0.0
92170,0.0
92190,0.03082598501738698
92200,0.40192250412677305
92210,0.107684205218375
92220,0.0
92230,0.6303311556306121
92240,0.0017129765063359505
92250,0.07764440466208598
92260,0.0
92270,0.18936969509187657
92290,0.0
92300,0.5279094944573801
92310,0.07688670371236535
92320,0.0
92330,0.0
92340,0.0
92350,0.0
92360,0.03082598501738698
92370,0.0
92380,0.0
92390,0.7011765912884388
92400,0.3744608791339764
92410,0.0
92420,0.0
92430,0.0
92500,0.2234308654507302
92600,0.6251781256432175
92700,0.5033047796054214
92800,0.3431303981336739
93000,0.0
93100,0.0
93110,0.0
93120,0.0
93130,0.0
93140,0.0
93150,0.0
93160,0.0954599160615045
93170,0.0
93190,0.0
93200,0.12432375133537996
93210,0.12432375133537996
93220,0.18215528722097626
93230,0.0
93240,0.0
93250,0.0
93260,0.0
93270,0.0
93290,0.0
93300,0.0
93310,0.0
93320,0.0
93330,0.46348100470376363
93340,0.0
93350,0.0
93360,0.2444586263946025
93370,0.0
93380,0.0
93390,0.0
93400,0.14271731725010034
93410,0.0
93420,0.0
93430,0.0
93440,0.0
93450,0.8148620042130865
93460,0.33550982529838175
93470,0.0
93500,0.0
93600,0.0
93700,0.0
93800,0.13055870744450726
94000,0.47743841980096
94100,0.4873335512762733
94110,0.0
94120,0.0015670321247628302
94130,0.47588147688121574
94140,0.7672531011302283
94150,0.0
94160,0.0
94170,0.5922661587985875
94190,0.3046193006946086
94200,0.44787526991690074
94210,0.4873335512762733
94220,0.4035959159817325
94230,0.0
94240,0.0
94250,0.0
94260,0.0
94270,0.0
94290,0.2672498504269708
94300,0.0
94310,0.03087150452387153
94320,0.0161040613209323
94340,0.5532810557429062
94350,0.0
94360,0.37180841226171474
94370,0.08052316346592031
94380,0.3946434036091004
94390,0.0
94400,0.3689980237601412
94410,0.4459347976055171
94420,0.0
94430,0.051956442632832216
94440,9.021881062077837e-05
94450,0.019380495073672375
94460,0.1765445298041243
94470,0.003937485376452189
94480,0.5386208901600995
94490,0.020732144862202168
94500,0.19908418446585807
94510,0.0
94520,0.0
94550,0.0
94600,0.2779710707547033
94700,0.5517390781343726
94800,0.0
94880,0.0
95000,0.1116200407643726
95100,0.06368875265962803
95110,0.0
95120,0.0
95130,0.0
95140,0.0
95150,0.0
95160,0.0
95170,0.0
95180,0.0
95190,0.0
95200,0.0
95210,0.0
95220,0.018007412006491516
95230,0.0
95240,0.012474385669570829
95250,0.0
95260,0.053338479264756156
95270,0.0023452108273041197
95280,0.08657565792327068
95290,0.08659122362065888
95300,0.03003934513144564
95310,0.10909238195795799
95320,0.0
95330,0.0
95340,0.13547607876614912
95350,0.0
95360,0.0
95370,0.0
95380,0.0
95390,0.0
95400,0.0
95410,0.0
95420,0.0
95430,0.004176963139041274
95440,0.0
95450,0.0
95460,0.0
95470,0.0
95480,0.0
95490,0.042940536759213034
95500,0.0
95510,0.0009270631393525082
95520,0.0
95530,0.22446468198539457
95540,0.04520350858696878
95550,0.0
95560,0.0
95570,0.0
95580,0.0
95590,0.0
95600,0.0
95610,0.08378085500415121
95620,0.06548256612867777
95630,0.16169889356101796
95640,0.0
95650,0.0
95660,0.042533123169286834
95670,0.0
95680,0.0
95690,0.0
95700,0.0
95710,0.0
95720,0.0
95740,0.0
95750,0.0
95760,0.0011834829205322993
95770,0.0
95780,0.08341335313468402
95800,0.06621304914653944
95810,0.0
95820,0.13433887069556735
95830,0.0
95840,0.0
95850,0.0
95870,0.3721175145644476
95880,0.0
