code_postal,rooms,epoque,furnished,ref,refmaj,refmin
75004,1,sup1990,meuble,34.65505082633375,41.575460586910104,24.2611871831277
75005,1,sup1990,meuble,33.57559987862678,40.27589421165068,23.506649506631597
75006,1,sup1990,meuble,37.27583830293039,44.71503162144183,26.09709106345378
75007,1,sup1990,meuble,40.68778784891055,48.78539806903348,28.49141356339519
75008,1,sup1990,meuble,34.575363303572054,41.48433305026032,24.19665615153769
75009,1,sup1990,meuble,33.34696127095855,40.046326821396946,23.37286092188003
75010,1,sup1990,meuble,30.53072486045772,36.6664996929994,21.40115239384249
75011,1,sup1990,meuble,30.76383999266976,36.946244906356746,21.540215406302103
75012,1,sup1990,meuble,28.802829438945118,34.555248747780865,20.15383160185804
75013,1,sup1990,meuble,30.467923747582127,36.54258131038448,21.315889193662098
75014,1,sup1990,meuble,31.82542138363069,38.200188028125964,22.291383210557996
75015,1,sup1990,meuble,31.414725774106966,37.70431308820003,21.987686837539528
75016,1,sup1990,meuble,32.35129705373315,38.81717503337389,22.641529896997554
75017,1,sup1990,meuble,31.404820901711034,37.71085655201421,21.97062842861418
75018,1,sup1990,meuble,27.89332315369321,33.466627346204405,19.519965428293474
75019,1,sup1990,meuble,27.65847423023778,33.154020405607874,19.324783290488984
75020,1,sup1990,meuble,28.009833469404438,33.585371297835415,19.580404304688763
75116,1,sup1990,meuble,32.35129705373315,38.81717503337389,22.641529896997554
75001,1,sup1990,non-meuble,30.283566583014185,36.31829609708869,21.21524892628422
75002,1,sup1990,non-meuble,29.808997520607434,35.74704034702354,20.852076095791965
75003,1,sup1990,non-meuble,29.59717415023489,35.49662880936789,20.698025504832227
75004,1,sup1990,non-meuble,30.4081069765589,36.45503278407602,21.287721272326188
75005,1,sup1990,non-meuble,29.475394540078003,35.34420330997183,20.60657633775026
75006,1,sup1990,non-meuble,32.69638873570487,39.195737802047454,22.89747228965201
75007,1,sup1990,non-meuble,35.68932451572681,42.78723546805841,24.992567408664645
75008,1,sup1990,non-meuble,30.336070825369223,36.37548930854546,21.257427619540255
75009,1,sup1990,non-meuble,29.272359909027408,35.14682975118324,20.5231277132404
75010,1,sup1990,non-meuble,26.788632401572848,32.17602735810312,18.755928489850483
75011,1,sup1990,non-meuble,26.974401021781684,32.36033381410971,18.847261887115444
75012,1,sup1990,non-meuble,25.298693714072552,30.351110259218363,17.697976697258717
75013,1,sup1990,non-meuble,26.749289692865727,32.09245690768058,18.71209319293027
75014,1,sup1990,non-meuble,27.922207880589596,33.497204666433845,19.53991064868882
75015,1,sup1990,non-meuble,27.57723071223697,33.06677458693441,19.302218868799166
75016,1,sup1990,non-meuble,28.407380751132848,34.07323160526815,19.91954109445166
75017,1,sup1990,non-meuble,27.55124740688991,33.05618240499451,19.268415827152698
75018,1,sup1990,non-meuble,24.49757473354652,29.393362109634484,17.12424343352673
75019,1,sup1990,non-meuble,24.301134322286003,29.17754685712265,16.986515764726562
75020,1,sup1990,non-meuble,24.601773387016415,29.53672887910234,17.199239631998655
75116,1,sup1990,non-meuble,28.407380751132848,34.07323160526815,19.91954109445166
75001,2,inf1946,meuble,33.111358348879754,39.75349385533931,23.159303829778544
