seloger_quartier,code_postal,rooms,epoque,furnished,ref,refmaj,refmin
Mairie,75008,4,inf1946,non-meuble,25.338322669214442,30.37368707643116,17.70464892099432
Parc Monceau,75008,4,inf1946,non-meuble,25.19914306388513,30.199256878070088,17.600341442554875
Saint Philippe du Roule,75008,4,inf1946,non-meuble,26.11351518014801,31.341893975185016,18.28513638511101
Triangle d'Or,75008,4,inf1946,non-meuble,26.3957052138301,31.69463151728763,18.496778910372576
Clichy-Trinité,75009,4,inf1946,non-meuble,21.244066811349875,25.453184815270703,14.831673394667531
Lafayette-Richer,75009,4,inf1946,non-meuble,22.311190937530426,26.746250558931095,15.590655090165882
Lorette-Martyrs,75009,4,inf1946,non-meuble,21.210791823760246,25.41307470955568,14.80767879767556
Provence Opéra,75009,4,inf1946,non-meuble,26.399421544999893,31.6992991795191,18.499588407019157
Trudaine-Maubeuge,75009,4,inf1946,non-meuble,21.234411020680426,25.441300895182554,14.825234109301809
Chateau d'Eau-Lancry,75010,4,inf1946,non-meuble,22.37394423060958,26.887762311890263,15.652145143872756
Faubourg du Temple-Hôpital Saint Louis,75010,4,inf1946,non-meuble,22.3,26.8,15.6
Grange Aux Belles-Terrage,75010,4,inf1946,non-meuble,22.262197616633376,26.752225206243168,15.572870865319166
Louis Blanc-Aqueduc,75010,4,inf1946,non-meuble,21.35626321556469,25.599238572592693,14.91407571465948
Porte Saint Denis-Paradis,75010,4,inf1946,non-meuble,21.207159358536515,25.408673838226928,14.805094158958674
Saint Vincent de Paul-Lariboisière,75010,4,inf1946,non-meuble,21.21161106273271,25.414777716205272,14.808444409260156
Bastille-Popincourt,75011,4,inf1946,non-meuble,22.382690514226653,26.88291008102449,15.655173927077554
Belleville-Saint Maur,75011,4,inf1946,non-meuble,22.44094962381761,26.94007090849382,15.693907834856816
Léon-Blum Folie-Regnault,75011,4,inf1946,non-meuble,22.32320817642037,26.823129669244643,15.615466883801865
Nation-Alexandre Dumas,75011,4,inf1946,non-meuble,22.590582086468668,27.088808376195832,15.793830711257957
République-Saint Ambroise,75011,4,inf1946,non-meuble,22.500552988983657,27.007576596093735,15.73516524413704
Aligre-Gare de Lyon,75012,4,inf1946,non-meuble,22.34596648951199,26.8545541896537,15.632722329755996
Bel-Air Nord,75012,4,inf1946,non-meuble,20.116866650104235,24.120173451153978,14.11174011980602
Bel-Air Sud,75012,4,inf1946,non-meuble,20.610159977062928,24.708267664959642,14.453187676428179
Bercy,75012,4,inf1946,non-meuble,20.11627587843748,24.119434155838473,14.11125942560781
Bois de Vincennes,75012,4,inf1946,non-meuble,21.508849400765257,25.7797819778355,15.07535727745287
Jardin de Reuilly,75012,4,inf1946,non-meuble,21.714877623580573,26.02550701446753,15.217969400419344
Nation-Picpus,75012,4,inf1946,non-meuble,22.665900891737415,27.15938749338048,15.876322329108518
Seine et Berges,75012,4,inf1946,non-meuble,21.776146130136624,26.130717684605067,15.262374548714089
Vallée de Fécamp,75012,4,inf1946,non-meuble,22.694395006075233,27.193317122628162,15.896119619590547
Bièvres Sud Tolbiac,75013,4,inf1946,non-meuble,19.805149104590008,23.80617892550801,13.903501391121205
Buttes Aux Cailles-Glacière,75013,4,inf1946,non-meuble,19.871490620775077,23.882239855124293,13.946418154140723
Croulebarbe,75013,4,inf1946,non-meuble,21.222477075458407,25.427236240521548,14.815997702792348
Dunois-Bibliothèque-Jeanne-d'Arc,75013,4,inf1946,non-meuble,20.5293890794833,24.63498699938488,14.419592719655531
Nationale-Deux Moulins,75013,4,inf1946,non-meuble,20.531096888875776,24.637025054678034,14.42072631037698
Olympiades-Choisy,75013,4,inf1946,non-meuble,20.20914013205828,24.267588722352322,14.192242951470199
Patay-Masséna,75013,4,inf1946,non-meuble,20.5,24.6,14.4
Salpêtrière-Austerlitz,75013,4,inf1946,non-meuble,22.59674389768471,27.096082910099035,15.797743801399799
Didot-Porte de Vanves,75014,4,inf1946,non-meuble,19.985434020975084,24.02123591449948,14.025623407327029
Jean Moulin-Porte d'Orléans,75014,4,inf1946,non-meuble,22.593384908709133,27.092787323797676,15.795550100145322
Montsouris Dareau,75014,4,inf1946,non-meuble,22.27251987666202,26.766389055542135,15.580963654240152
Mouton Duvernet,75014,4,inf1946,non-meuble,22.146197965876272,26.556432202934275,15.483287650384014
Pernety,75014,4,inf1946,non-meuble,20.674639623354942,24.834940266115474,14.501257964635444
Raspail-Montparnasse,75014,4,inf1946,non-meuble,21.12672315939936,25.320518145667492,14.758099505558764
Alleray Procession,75015,4,inf1946,non-meuble,23.255560954434152,27.914821113506513,16.256794022646886
Cambronne-Garibaldi,75015,4,inf1946,non-meuble,24.689452869689124,29.587883289813984,17.2923911863612
Citroën-Boucicaut,75015,4,inf1946,non-meuble,24.0,28.8,16.8
Dupleix-Motte Picquet,75015,4,inf1946,non-meuble,24.014641721542368,28.817615040236838,16.81030504310619
Emeriau-Zola,75015,4,inf1946,non-meuble,24.0,28.8,16.8
Georges Brassens,75015,4,inf1946,non-meuble,22.892530639269793,27.49108240335853,15.994944365788571
Pasteur Montparnasse,75015,4,inf1946,non-meuble,24.692196951824062,29.590763738893788,17.294585640041188
Saint Lambert,75015,4,inf1946,non-meuble,22.903713546590225,27.50438873687936,16.00270076115653
Seine et Berges,75015,4,inf1946,non-meuble,24.18071817963217,29.012454666690203,16.922095576874117
Vaugirard-Parc des Expositions,75015,4,inf1946,non-meuble,23.496680789153196,28.205168205362874,16.43394966483869
Violet Commerce,75015,4,inf1946,non-meuble,23.982361963185756,28.779113651516354,16.787158538234035
Auteuil Nord,75016,4,inf1946,non-meuble,24.00580289988903,28.806770049870536,16.803868599926023
Auteuil Sud,75016,4,inf1946,non-meuble,24.0,28.8,16.8
Bois de Boulogne,75016,4,inf1946,non-meuble,24.728244847849425,29.64960238169801,17.285529780152252
Chaillot,75016,4,inf1946,non-meuble,25.205637640690263,30.20709382613561,17.604368556336038
Muette Nord,75016,4,inf1946,non-meuble,25.2,30.2,17.6
Muette Sud,75016,4,inf1946,non-meuble,25.192521853438308,30.191275495678024,17.59501456895887
Porte Dauphine,75016,4,inf1946,non-meuble,25.2,30.2,17.6
Batignolles-Cardinet,75017,4,inf1946,non-meuble,22.565739109357153,27.065739109357153,15.7773812998224
Champerret-Berthier,75017,4,inf1946,non-meuble,24.700501677496046,29.600602012995257,17.300301006497627
Clichy-Batignolles,75017,4,inf1946,non-meuble,22.601933923389733,27.102454670232937,15.801419468970622
Courcelles-Wagram,75017,4,inf1946,non-meuble,24.71040026438559,29.61282201545714,17.307265253214638
Epinettes-Bessières,75017,4,inf1946,non-meuble,22.30296959154806,26.80296959154806,15.601981286982676
La Fourche-Guy Môquet,75017,4,inf1946,non-meuble,22.303006092706685,26.803006092706685,15.60225355883297
Legendre-Lévis,75017,4,inf1946,non-meuble,23.842704564850063,28.579416302623795,16.687572841265442
Pereire-Malesherbes,75017,4,inf1946,non-meuble,24.436965976877225,29.286864258187176,17.112118554912303
Ternes-Maillot,75017,4,inf1946,non-meuble,24.712809423248178,29.615717215553712,17.308723376916593
Amiraux-Simplon-Poissonniers,75018,4,inf1946,non-meuble,22.434392570017604,26.934169387401322,15.700878120994307
Charles-Hermite-Evangile,75018,4,inf1946,non-meuble,20.517088372412996,24.620885788504776,14.41139224827533
Clignancourt-Jules Joffrin,75018,4,inf1946,non-meuble,22.7,27.2,15.9
Goutte d'Or-Château Rouge,75018,4,inf1946,non-meuble,22.44989043826661,26.94876813881304,15.71251135365442
Grandes Carrières-Clichy,75018,4,inf1946,non-meuble,22.69997842527402,27.19997842527402,15.899983818955516
La Chapelle-Marx Dormoy,75018,4,inf1946,non-meuble,20.857823455407768,25.037088436667585,14.638247359674883
Montmartre,75018,4,inf1946,non-meuble,22.692828513900157,27.19139421668019,15.89474091019345
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,4,inf1946,non-meuble,22.699431974915225,27.19943197491522,15.899573981186418
Bas Belleville,75019,4,inf1946,non-meuble,20.19978266414454,24.222460542359205,14.168033634644
Bassin de la Villette,75019,4,inf1946,non-meuble,20.501043477616424,24.601275161546223,14.400695411762326
Buttes Chaumont,75019,4,inf1946,non-meuble,20.20351166835494,24.22913330098051,14.17686489787672
Danube-Porte des Lilas,75019,4,inf1946,non-meuble,20.499491911221593,24.59936488902699,14.399618933416193
Flandre-Aubervilliers,75019,4,inf1946,non-meuble,20.505448280924146,24.60622710745088,14.40311390420174
Manin-Jaurès,75019,4,inf1946,non-meuble,20.42156160165668,24.50195200207086,14.341171201242512
Place des Fêtes,75019,4,inf1946,non-meuble,20.516909401807812,24.620667046653992,14.411272934538541
Pont de Flandre,75019,4,inf1946,non-meuble,20.5,24.6,14.4
Secrétan,75019,4,inf1946,non-meuble,20.241925687738135,24.27668745714486,14.204285308220172
Amandiers,75020,4,inf1946,non-meuble,20.141252054694178,24.14966853544752,14.128062468513006
Belleville,75020,4,inf1946,non-meuble,22.295089677645198,26.793973655265074,15.596652050271455
Gambetta,75020,4,inf1946,non-meuble,20.3679318006957,24.434894420635718,14.300887859820048
Plaine,75020,4,inf1946,non-meuble,20.506797205279902,24.607872294001496,14.40422400632219
Père Lachaise-Réunion,75020,4,inf1946,non-meuble,20.293300750155105,24.340782077011163,14.242728522307821
Saint Blaise,75020,4,inf1946,non-meuble,20.467289315350026,24.55911164418754,14.375466986512523
Télégraphe-Pelleport Saint Fargeau,75020,4,inf1946,non-meuble,20.879084218123765,25.061829279908867,14.6482351853553
Les Halles,75001,4,1946-1970,meuble,25.707368638299158,30.808900940414507,18.005058861671557
Palais Royal,75001,4,1946-1970,meuble,27.191771196769885,32.59012690072582,18.9945177926848
Saint Germain l'Auxerrois,75001,4,1946-1970,meuble,27.198107971973684,32.59772956636842,18.998738647982456
Seine et Berges,75001,4,1946-1970,meuble,27.353270582048722,32.78976357777461,19.10947898717766
Vendôme,75001,4,1946-1970,meuble,27.2,32.6,19.0
Montorgueil-Saint Denis,75002,4,1946-1970,meuble,27.470584502214617,32.96404772492898,19.27875547382167
Sentier-Bonne Nouvelle,75002,4,1946-1970,meuble,27.49582170758714,32.99489319816206,19.29698234436849
Vivienne-Gaillon,75002,4,1946-1970,meuble,27.3672371147546,32.82341637992503,19.168321015385164
Archives,75003,4,1946-1970,meuble,27.499751195193618,32.999677212596985,19.299769099871273
Arts et Métiers,75003,4,1946-1970,meuble,27.4976869479962,32.99722433759544,19.298303761863885
Enfants Rouges,75003,4,1946-1970,meuble,27.49990837023475,32.99988909187618,19.299934074712837
Sainte Avoie,75003,4,1946-1970,meuble,27.491818833426457,32.98968001247366,19.29328941985577
Arsenal,75004,4,1946-1970,meuble,27.132302611609276,32.52125717034129,18.95534332133379
Saint Gervais,75004,4,1946-1970,meuble,27.498210125232028,32.99761350030938,19.298210125232032
Saint Merri,75004,4,1946-1970,meuble,27.19571774822625,32.59499165368781,18.997471055024953
Seine et Berges,75004,4,1946-1970,meuble,27.287120193963663,32.71616190502324,19.087123486773727
Île Saint Louis,75004,4,1946-1970,meuble,27.2,32.6,19.0
Île de la Cité,75004,4,1946-1970,meuble,27.224169526957844,32.632226035943795,19.024169526957845
Jardin des Plantes,75005,4,1946-1970,meuble,24.728334079045695,29.634405667412633,17.320238627889783
Saint Victor,75005,4,1946-1970,meuble,27.48655191368096,32.9836701808983,19.290394224057827
Sorbonne,75005,4,1946-1970,meuble,27.499719375404897,32.999625833873196,19.299719375404898
Val de Grace,75005,4,1946-1970,meuble,27.49825783176632,32.99761135408987,19.29777692221987
Monnaie,75006,4,1946-1970,meuble,27.200350283439633,32.60046704458618,19.000350283439634
Notre Dame des Champs,75006,4,1946-1970,meuble,29.281009013306225,35.176637254075025,20.486622389838594
Odéon,75006,4,1946-1970,meuble,27.205987222283063,32.60746353937245,19.004428951268153
Rennes,75006,4,1946-1970,meuble,29.287716570726417,35.1847919447089,20.49122612194744
Saint Germain des Prés,75006,4,1946-1970,meuble,27.213800244079533,32.617086016479426,19.009857317199668
Saint Placide,75006,4,1946-1970,meuble,29.278740149534798,35.174326138721945,20.48543797521578
Ecole Militaire,75007,4,1946-1970,meuble,29.251256356439818,35.14150762772778,20.466593718521008
Gros Caillou,75007,4,1946-1970,meuble,29.29701446077535,35.196417352930425,20.49791012254274
Invalides,75007,4,1946-1970,meuble,29.3,35.2,20.5
Saint Thomas d'Aquin,75007,4,1946-1970,meuble,29.287030244004832,35.18394220686313,20.490735888574882
Seine et Berges,75007,4,1946-1970,meuble,28.768557887704016,34.53528127928147,20.132956843103347
Elysées-Madeleine,75008,4,1946-1970,meuble,27.2,32.6,19.0
Europe,75008,4,1946-1970,meuble,29.020135903113566,34.80372095347044,20.343374273615098
Hoche-Friedland,75008,4,1946-1970,meuble,27.210156158929934,32.61240325658572,19.007606064327724
Mairie,75008,4,1946-1970,meuble,28.832370437534838,34.576361524448046,20.20371680429072
Parc Monceau,75008,4,1946-1970,meuble,29.06078818642405,34.8536380722857,20.37235021480638
Saint Philippe du Roule,75008,4,1946-1970,meuble,27.65360096476564,33.149095904716305,19.334232289827312
Triangle d'Or,75008,4,1946-1970,meuble,27.20680007810233,32.60823167349229,19.005010583864877
Clichy-Trinité,75009,4,1946-1970,meuble,25.661231414448103,30.75369660701407,17.972827939084517
Lafayette-Richer,75009,4,1946-1970,meuble,26.026835273209404,31.19304225129727,18.219989990754556
Lorette-Martyrs,75009,4,1946-1970,meuble,25.703113026084687,30.803735631301624,18.002075350723125
Provence Opéra,75009,4,1946-1970,meuble,27.199833137980736,32.59979976557689,18.999888758653825
Trudaine-Maubeuge,75009,4,1946-1970,meuble,25.594825067554186,30.67425132362335,17.926833995867472
Chateau d'Eau-Lancry,75010,4,1946-1970,meuble,26.02778484082893,31.233055951710497,18.22051847858332
Faubourg du Temple-Hôpital Saint Louis,75010,4,1946-1970,meuble,26.0,31.2,18.2
Grange Aux Belles-Terrage,75010,4,1946-1970,meuble,25.970145927745403,31.16298979086901,18.179486084815103
Louis Blanc-Aqueduc,75010,4,1946-1970,meuble,25.713430752423434,30.821978259865656,18.00803466947237
Porte Saint Denis-Paradis,75010,4,1946-1970,meuble,25.70247823949341,30.803028959380832,18.00178983963413
Saint Vincent de Paul-Lariboisière,75010,4,1946-1970,meuble,25.703166653472554,30.804222204630076,18.002111102315034
Bastille-Popincourt,75011,4,1946-1970,meuble,25.646812498473075,30.76529570652134,17.955490421721386
Belleville-Saint Maur,75011,4,1946-1970,meuble,25.363852714443826,30.417279312554,17.75957682207151
Léon-Blum Folie-Regnault,75011,4,1946-1970,meuble,25.897164995039038,31.07345437269401,18.128805327224324
Nation-Alexandre Dumas,75011,4,1946-1970,meuble,24.660807403936506,29.5531810151295,17.272704997255328
République-Saint Ambroise,75011,4,1946-1970,meuble,25.300088918971834,30.3381657690936,17.715986452142815
Aligre-Gare de Lyon,75012,4,1946-1970,meuble,25.993075652270853,31.19102767727117,18.194768198929857
Bel-Air Nord,75012,4,1946-1970,meuble,21.09178288423154,25.290139458559512,14.794248016443744
Bel-Air Sud,75012,4,1946-1970,meuble,21.1,25.299999999999997,14.8
Bercy,75012,4,1946-1970,meuble,21.10180275958409,25.30217066970329,14.801250894405285
Bois de Vincennes,75012,4,1946-1970,meuble,21.1,25.3,14.8
Jardin de Reuilly,75012,4,1946-1970,meuble,21.10484131063697,25.305829333215947,14.80335927676851
Nation-Picpus,75012,4,1946-1970,meuble,21.108259725034166,25.309865782679697,14.805735920162613
Seine et Berges,75012,4,1946-1970,meuble,22.57903263876176,27.07412056332258,15.822593162762011
Vallée de Fécamp,75012,4,1946-1970,meuble,21.1,25.3,14.8
Bièvres Sud Tolbiac,75013,4,1946-1970,meuble,21.70885645989481,26.010710137547214,15.20617892550801
Buttes Aux Cailles-Glacière,75013,4,1946-1970,meuble,21.88394146304341,26.22079421975224,15.328744304615066
Croulebarbe,75013,4,1946-1970,meuble,25.70608247321597,30.807459550957407,18.00441831434942
Dunois-Bibliothèque-Jeanne-d'Arc,75013,4,1946-1970,meuble,18.19236567837608,21.810558918056216,12.764376078868176
Nationale-Deux Moulins,75013,4,1946-1970,meuble,18.19859418331944,21.81801290003806,12.768715808378339
Olympiades-Choisy,75013,4,1946-1970,meuble,19.595850749414573,23.48671061735629,13.738785242649007
Patay-Masséna,75013,4,1946-1970,meuble,18.1,21.7,12.7
Salpêtrière-Austerlitz,75013,4,1946-1970,meuble,24.696810260101604,29.596185448179174,17.29778031812837
Didot-Porte de Vanves,75014,4,1946-1970,meuble,21.92639334788603,26.273988414811164,15.360791740868148
Jean Moulin-Porte d'Orléans,75014,4,1946-1970,meuble,24.710578492273896,29.613130006166912,17.307295990732168
Montsouris Dareau,75014,4,1946-1970,meuble,25.959969638118174,31.151295936118586,18.172145654088528
Mouton Duvernet,75014,4,1946-1970,meuble,24.654186792505474,29.545060606696275,17.267921640831407
Pernety,75014,4,1946-1970,meuble,22.637860222963738,27.13514369627538,15.860954652761489
Raspail-Montparnasse,75014,4,1946-1970,meuble,25.304819383035813,30.327347459715824,17.7239925894126
Alleray Procession,75015,4,1946-1970,meuble,25.75679402264689,30.91605418171925,18.077780477217075
Cambronne-Garibaldi,75015,4,1946-1970,meuble,26.785062125997054,32.181916165763816,18.789213379529503
Citroën-Boucicaut,75015,4,1946-1970,meuble,25.3,30.4,17.7
Dupleix-Motte Picquet,75015,4,1946-1970,meuble,25.31105896890125,30.4132707626815,17.707752141871413
Emeriau-Zola,75015,4,1946-1970,meuble,25.3,30.4,17.7
Georges Brassens,75015,4,1946-1970,meuble,25.490796179681446,30.588859921875223,17.8934591937389
Pasteur Montparnasse,75015,4,1946-1970,meuble,26.79187846006178,32.19012675536923,18.794267148278905
Saint Lambert,75015,4,1946-1970,meuble,25.49932480971087,30.599324809710875,17.89932480971087
Seine et Berges,75015,4,1946-1970,meuble,25.766374460851974,30.952796111151862,18.03103095051005
Vaugirard-Parc des Expositions,75015,4,1946-1970,meuble,25.391512583790327,30.491512583790325,17.791512583790325
Violet Commerce,75015,4,1946-1970,meuble,25.30567687025591,30.406132224990877,17.70506973060928
Auteuil Nord,75016,4,1946-1970,meuble,25.3183758496486,30.421760874583864,17.713056524750318
Auteuil Sud,75016,4,1946-1970,meuble,25.3,30.4,17.7
Bois de Boulogne,75016,4,1946-1970,meuble,27.605394564091498,33.13009611018259,19.338077595061133
Chaillot,75016,4,1946-1970,meuble,29.085289193506608,34.88234974042683,20.38933771203856
Muette Nord,75016,4,1946-1970,meuble,29.1,34.9,20.4
Muette Sud,75016,4,1946-1970,meuble,29.07631920255464,34.87195695039365,20.38317417023619
Porte Dauphine,75016,4,1946-1970,meuble,29.1,34.9,20.4
Batignolles-Cardinet,75017,4,1946-1970,meuble,24.827383968944048,29.757650775069536,17.388137695364886
Champerret-Berthier,75017,4,1946-1970,meuble,26.802307716481824,32.20270905847866,18.801605367987356
Clichy-Batignolles,75017,4,1946-1970,meuble,24.706200576920896,29.607651508011994,17.304352793273296
Courcelles-Wagram,75017,4,1946-1970,meuble,26.805584539462906,32.2061595918977,18.803439203720593
Epinettes-Bessières,75017,4,1946-1970,meuble,25.986983637981083,31.183985979321527,18.190988312613676
La Fourche-Guy Môquet,75017,4,1946-1970,meuble,25.963271380562002,31.155774341342028,18.174514917997882
Legendre-Lévis,75017,4,1946-1970,meuble,25.945012774115114,31.141255089414436,18.1892398812902
Pereire-Malesherbes,75017,4,1946-1970,meuble,26.536965976877227,31.874338828514666,18.612118554912307
Ternes-Maillot,75017,4,1946-1970,meuble,26.81614610016257,32.21855306522748,18.810780885779312
Amiraux-Simplon-Poissonniers,75018,4,1946-1970,meuble,24.336980218890133,29.197595258947803,17.04605765880363
Charles-Hermite-Evangile,75018,4,1946-1970,meuble,18.17499896781259,21.790188632179692,12.752214471261928
Clignancourt-Jules Joffrin,75018,4,1946-1970,meuble,21.1,25.3,14.8
Goutte d'Or-Château Rouge,75018,4,1946-1970,meuble,24.112309881324272,28.92692194084883,16.890204742128503
Grandes Carrières-Clichy,75018,4,1946-1970,meuble,21.100264290393234,25.300318227208184,14.800183385170817
La Chapelle-Marx Dormoy,75018,4,1946-1970,meuble,19.690931774000024,23.61296827388916,13.807650816218597
Montmartre,75018,4,1946-1970,meuble,21.121992557372852,25.32629544903276,14.815299170346332
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,4,1946-1970,meuble,21.1069583072885,25.308378370000437,14.80482821322059
Bas Belleville,75019,4,1946-1970,meuble,21.322243206503742,25.567598962933072,14.954209571859739
Bassin de la Villette,75019,4,1946-1970,meuble,18.104596006091278,21.705526701512788,12.703199782972542
Buttes Chaumont,75019,4,1946-1970,meuble,20.433352237570563,24.500125198869938,14.333192795621498
Danube-Porte des Lilas,75019,4,1946-1970,meuble,18.103810665838072,21.704572799005682,12.702667466086647
Flandre-Aubervilliers,75019,4,1946-1970,meuble,18.15911195886415,21.770778935807925,12.741222781137704
Manin-Jaurès,75019,4,1946-1970,meuble,18.68828798757488,22.405945585089857,13.111801591302417
Place des Fêtes,75019,4,1946-1970,meuble,18.174213485712063,21.789244065096785,12.751667616634979
Pont de Flandre,75019,4,1946-1970,meuble,18.1,21.7,12.7
Secrétan,75019,4,1946-1970,meuble,20.343568623866492,24.392570209650913,14.270066245189858
Amandiers,75020,4,1946-1970,meuble,21.164196840738352,25.376810262865558,14.844573450984296
Belleville,75020,4,1946-1970,meuble,25.989062217497988,31.186829996620013,18.19241051946199
Gambetta,75020,4,1946-1970,meuble,19.099212834895347,22.899063533967976,13.399436786286397
Plaine,75020,4,1946-1970,meuble,18.160630172991684,21.77265633357428,12.742341247078434
Père Lachaise-Réunion,75020,4,1946-1970,meuble,19.96709937008973,23.940757198771884,14.006541491631584
Saint Blaise,75020,4,1946-1970,meuble,18.34533013487477,21.99439616184972,12.871731094412338
Télégraphe-Pelleport Saint Fargeau,75020,4,1946-1970,meuble,20.403993259291607,24.46960230824826,14.30557968585662
Les Halles,75001,4,1946-1970,non-meuble,22.506760246834855,27.008146112811414,15.804450470207254
Palais Royal,75001,4,1946-1970,non-meuble,23.892316854447998,28.690668896899048,16.69506345036291
Saint Germain l'Auxerrois,75001,4,1946-1970,non-meuble,23.898234107175437,28.697855701570173,16.69886478318421
Seine et Berges,75001,4,1946-1970,non-meuble,24.031374784613188,28.853270582048722,16.794881788887302
Vendôme,75001,4,1946-1970,non-meuble,23.9,28.7,16.7
Montorgueil-Saint Denis,75002,4,1946-1970,non-meuble,24.07385289085744,28.868950307893208,16.882023862464486
Sentier-Bonne Nouvelle,75002,4,1946-1970,non-meuble,24.09628596229968,28.895589580230865,16.89744659908103
Vivienne-Gaillon,75002,4,1946-1970,non-meuble,24.01062428933195,28.809973948953612,16.811708189962513
Archives,75003,4,1946-1970,non-meuble,24.09982070162084,28.899811749282012,16.89983860629849
Arts et Métiers,75003,4,1946-1970,non-meuble,24.097995354930042,28.8976869479962,16.89861216879772
Enfants Rouges,75003,4,1946-1970,non-meuble,24.099921222473796,28.899905989220958,16.89994454593809
Sainte Avoie,75003,4,1946-1970,non-meuble,24.09336941980752,28.89248706794993,16.894840006236834
Arsenal,75004,4,1946-1970,non-meuble,23.837587875446125,28.626067520583874,16.660628585170645
Saint Gervais,75004,4,1946-1970,non-meuble,24.09880675015469,28.898806750154687,16.898806750154687
Saint Merri,75004,4,1946-1970,non-meuble,23.895742520045207,28.694690535965982,16.69749582684391
Seine et Berges,75004,4,1946-1970,non-meuble,23.95807765970156,28.758076013296527,16.758080952511623
Île Saint Louis,75004,4,1946-1970,non-meuble,23.9,28.7,16.7
Île de la Cité,75004,4,1946-1970,non-meuble,23.916113017971895,28.716113017971892,16.716113017971896
Jardin des Plantes,75005,4,1946-1970,non-meuble,21.72428635346774,26.029346010440186,15.217202833706315
Saint Victor,75005,4,1946-1970,non-meuble,24.08847306886939,28.886071624883847,16.891835090449153
Sorbonne,75005,4,1946-1970,non-meuble,24.0998129169366,28.8998129169366,16.899812916936597
Val de Grace,75005,4,1946-1970,non-meuble,24.098988136175034,28.899086768572857,16.898805677044933
Monnaie,75006,4,1946-1970,non-meuble,23.90023352229309,28.70023352229309,16.70023352229309
Notre Dame des Champs,75006,4,1946-1970,non-meuble,25.683422202870695,30.78048434837061,17.988318627037515
Odéon,75006,4,1946-1970,non-meuble,23.905030328865312,28.70580946437277,16.70373176968622
Rennes,75006,4,1946-1970,non-meuble,25.689471346336926,30.787716570726413,17.992395972354448
Saint Germain des Prés,75006,4,1946-1970,non-meuble,23.9118287806396,28.713800244079533,16.70854300823971
Saint Placide,75006,4,1946-1970,non-meuble,25.681226515302697,30.777776327012322,17.98716306936097
Ecole Militaire,75007,4,1946-1970,non-meuble,25.657170744631554,30.74917630876838,17.97042805904131
Gros Caillou,75007,4,1946-1970,non-meuble,25.697387653178428,30.796865183814116,17.99813403798459
Invalides,75007,4,1946-1970,non-meuble,25.7,30.8,18.0
Saint Thomas d'Aquin,75007,4,1946-1970,non-meuble,25.688883066289858,30.787030244004836,17.991971103431563
Seine et Berges,75007,4,1946-1970,non-meuble,25.23481500618156,30.260812195574633,17.675837306733477
Elysées-Madeleine,75008,4,1946-1970,non-meuble,23.9,28.7,16.7
Europe,75008,4,1946-1970,non-meuble,25.43103351325584,30.51682931451107,17.850755101286037
Hoche-Friedland,75008,4,1946-1970,non-meuble,23.908470835688092,28.710026770196176,16.706482515499832
Mairie,75008,4,1946-1970,non-meuble,25.274016047185963,30.33116121209019,17.73148054405814
Parc Monceau,75008,4,1946-1970,non-meuble,25.46615077202781,30.559475993569347,17.875925271875555
Saint Philippe du Roule,75008,4,1946-1970,non-meuble,24.281979759802645,29.15360096476564,16.98648481985198
Triangle d'Or,75008,4,1946-1970,non-meuble,23.905726381559855,28.706800078102326,16.704294786169893
Clichy-Trinité,75009,4,1946-1970,non-meuble,22.46679788898808,26.960256473459392,15.776351607554359
Lafayette-Richer,75009,4,1946-1970,non-meuble,22.803366408103486,27.36747357757639,15.996521125648636
Lorette-Martyrs,75009,4,1946-1970,non-meuble,22.502905491012378,27.003528096229314,15.801867815650812
Provence Opéra,75009,4,1946-1970,non-meuble,23.899844262115355,28.699810889711504,16.69989988278844
Trudaine-Maubeuge,75009,4,1946-1970,non-meuble,22.40854728881312,26.890260581758763,15.735982143373429
Chateau d'Eau-Lancry,75010,4,1946-1970,non-meuble,22.82379433810086,27.42707019761839,16.01652797585525
Faubourg du Temple-Hôpital Saint Louis,75010,4,1946-1970,non-meuble,22.8,27.4,16.0
Grange Aux Belles-Terrage,75010,4,1946-1970,non-meuble,22.772824341904613,27.36616259899413,15.981175711042496
Louis Blanc-Aqueduc,75010,4,1946-1970,non-meuble,22.517370033037377,27.026705396602384,15.810398237840737
Porte Saint Denis-Paradis,75010,4,1946-1970,non-meuble,22.5022028795497,27.002615919465267,15.801514479690418
Saint Vincent de Paul-Lariboisière,75010,4,1946-1970,non-meuble,22.503166653472558,27.004222204630075,15.802111102315038
Bastille-Popincourt,75011,4,1946-1970,non-meuble,22.501158928730057,27.019630968388206,15.782646091495312
Belleville-Saint Maur,75011,4,1946-1970,non-meuble,22.261451153660534,26.71505349483547,15.608551784744623
Léon-Blum Folie-Regnault,75011,4,1946-1970,non-meuble,22.712961608978965,27.289266688069077,15.936719335629432
Nation-Alexandre Dumas,75011,4,1946-1970,non-meuble,21.66537740420468,25.958965831370634,15.175761385794166
République-Saint Ambroise,75011,4,1946-1970,non-meuble,22.208037685557322,26.64523658479033,15.569082884546798
Aligre-Gare de Lyon,75012,4,1946-1970,non-meuble,22.79459298959213,27.392975018647075,15.995298836608269
Bel-Air Nord,75012,4,1946-1970,non-meuble,18.492878509740677,22.191508990445936,12.994795816606633
Bel-Air Sud,75012,4,1946-1970,non-meuble,18.5,22.2,13.0
