seloger_quartier,code_postal,svf,aspecratio,hauteurmoy,perméable,voirie,bati,rugosite_t,admitance,albedo,fluchaleur,aleaj_note,alean_note,alea_j_cl,sensi_j_cl,incap_j_cl,alea_n_cl,sensi_n_cl,incap_n_cl,vulnj_note,vulnn_note,st_areasha,st_lengths
Saint Germain des Prés,75006,0.22583609015507639,1.059191045818702,19.79080214396552,27.55562474163703,0.8574156017534328,71.58695965660952,6.55136074983889,1597.4319625080552,0.1517976262443612,24.30240008842647,10.899456525515552,18.632410958436516,2.187603968554584,2.8830869988534364,1.9993578247239974,3.0,2.4356789089761235,1.9993578247239974,7.0700487921320185,7.435036733700121,19465.39121065207,544.5939243039829
Saint Placide,75006,0.300714366769853,1.1049807620707774,17.507508095871657,36.07473958616776,0.632760170414639,63.29250024341761,6.388411588497664,1588.752717096525,0.1558107018114508,22.65039674546274,9.883316344692481,17.160313036842258,2.0366072505793387,2.743986547294343,1.7280610215896686,2.8974030232139194,2.697888992778812,1.728424656216253,6.5086548194633504,7.323716672208985,23157.716497066962,868.2211763571804
Ecole Militaire,75007,0.4575930928546961,0.6003083826249999,13.94695802257614,48.553165840349514,3.6503729393706577,47.796461220279824,6.096843881302641,1573.64137057261,0.1684352736309379,13.114158351333579,8.766656345483419,11.976149199190376,1.849253848875776,2.131802844121597,1.3633179569886997,2.3271718539755524,1.9792084555360985,1.398461535902447,5.344374649986073,5.7048418454141,21092.227172354684,857.6233881183097
Gros Caillou,75007,0.3827537242508264,0.7776313473904878,18.403647829058688,48.82309602010858,2.001766234821684,49.17513774506975,6.1603183311494645,1539.7764524893444,0.16661571937325154,14.473834153894781,7.951241892129755,13.3276676962654,1.622002562970511,2.2762349830538597,1.6512526479562464,2.348017713493052,2.192116496831868,1.6723876494458974,5.549490193980617,6.212521859770818,14962.563303943349,513.0185163345873
Invalides,75007,0.5188078250692161,0.6703460692337517,13.458597084322012,59.96950138055185,1.4580242050346564,38.572474414413506,5.879111266998034,1531.1397202490652,0.17760757808543876,17.346922856950087,7.148668170575402,10.706200396329262,1.4605020250112715,2.0508965929980163,1.576656798727138,2.0923519153959247,1.7861118614048026,1.576656798727138,5.088055416736426,5.455120575527866,25073.4477847183,928.4193316030576
Saint Thomas d'Aquin,75007,0.3412787976560073,1.0074099803720984,16.81609453254588,43.03749863699551,1.182762152063244,55.779739210941244,6.370608164724137,1575.328448451692,0.15687867808676909,20.1222267105597,8.477945150659167,15.05465699141065,1.672942092186687,2.6606352784100857,1.6622119265839517,2.667556268119959,2.3696750153801207,1.7332668369625814,5.995789297180725,6.770498120462661,28324.545241682586,926.5727355083023
Seine et Berges,75007,0.7835905711993661,0.45006826088260876,6.165263928433627,45.1102189481783,51.237164030108026,3.6526170217136733,3.870670405263568,1739.7497978979636,0.20714458073239647,11.927293510132538,6.214340856502211,6.324658991734303,1.1545477486652516,1.0851963104303357,1.0851963104303357,1.5383916072001762,1.0851963104303357,1.0851963104303357,3.3249403695259225,3.7087842280608467,9955.322017683158,878.310698310207
Elysées-Madeleine,75008,0.3096046516177172,1.056860891224112,18.027055768081553,36.28679638352536,1.6300544394271546,62.083149177047474,6.574484068352327,1571.313845110236,0.15379347209277983,40.17806566599851,9.31947504806651,15.631969558289992,1.8930858571951714,2.383353442114033,1.838749725010486,2.7085474232546582,1.9176950197868476,1.838749725010486,6.115189024319691,6.464992168051994,18280.18343450727,641.3366005186515
Europe,75008,0.2738159444699363,0.984842074745144,18.707902308972763,28.825548846864898,4.479779961092248,66.69467119204286,6.32286955362569,1606.3916498047179,0.15471608582645474,30.455415691299393,11.544069086378261,17.462324566658666,2.0398655345978116,2.596627774995198,1.8744545816092204,2.8860739142151814,2.3704310483697193,1.9981981850100239,6.51094789120223,7.254703147594924,13019.49934848878,553.9627544795277
Hoche-Friedland,75008,0.24489990161490194,0.9453308389793184,21.25794545621234,30.837943764763867,2.0753047039740737,67.08675153126205,6.439795127447929,1596.4493487891723,0.1522706096205788,40.46465292381621,11.285396555684276,17.56525105564202,2.331951762389479,2.3277123606570425,1.9684825126823808,2.942930038354042,2.0816897526237916,1.9684825126823808,6.6281466357289025,6.993102303660215,24247.473900533445,724.7016727376492
Mairie,75008,0.2462066374033573,1.4469587858736292,20.8146375801233,32.52904822868667,0.9874963902416808,66.48345538107164,6.4874981084719305,1596.6266463027507,0.15233501481951667,29.389956366915037,10.68230970035671,18.681398793789292,2.126846828351746,2.4709618905160036,1.7103372059888196,2.9179533182482036,2.304856674258732,1.7103372059888196,6.308145924856569,6.933147198495755,11775.134054937584,460.49615675806785
Parc Monceau,75008,0.39454776359803917,0.801698479975448,16.487206658139897,49.012995431595556,1.66533224376844,49.32167232463599,6.214068422457657,1544.5541734669114,0.16407901775519454,27.68144485169733,8.40990519891877,13.798244529615106,1.5802650669572442,2.438492976044648,1.5916515520806378,2.3593935762769673,1.9805930211148657,1.5916515520806378,5.61040959508253,5.93163814947247,15499.29391130699,569.4966410913389
Saint Philippe du Roule,75008,0.19462748146346556,1.211882739244243,19.510378004118976,25.040119234185184,1.3073730124650287,73.65250775334978,6.489000662140965,1596.3632215112216,0.15488442120148063,39.57627456820592,11.187586786723593,18.668409422043514,2.280266898202005,2.463791137285086,1.9977658660080189,2.9955317320160377,2.0335692746130203,1.9977658660080189,6.74182390149511,7.026866872637077,16493.016232972368,544.0984990858959
Triangle d'Or,75008,0.3012875233388477,1.0192987778518068,19.8969956758381,46.162701432874044,4.187791627010163,49.649506940115806,6.450982889273144,1536.5960574746514,0.16169371773615743,28.722913766711095,8.099221217289248,13.768355410230036,1.4225224454795975,1.9797909187098288,1.5639785787509588,2.389675794576483,1.582224424287185,1.5639785787509588,4.9662919429403845,5.535878797614627,21864.8079892752,707.7178921886801
Clichy-Trinité,75009,0.2447847208972478,1.510836349976817,18.868316036531514,29.968400048676227,0.8703618921539453,69.16123805916982,6.509119149584624,1596.2481872520946,0.15070757762677375,22.49822233095599,10.298778927849304,19.016127699375104,2.0731629877666906,2.4465984499047173,1.612367896617474,2.9659259641660034,2.369235964236411,1.8080785274905646,6.132129334288882,7.143240455892979,17426.681418001783,549.4914815230347
Lafayette-Richer,75009,0.1839553387205693,1.6269853046847857,19.016728781523142,20.953910836953614,1.2745284122596463,77.77156075078673,6.493878705797143,1599.4270596995339,0.15101040118972908,34.80072544930091,11.42232738340895,20.0101262373665,2.2466067935278122,2.0701453994003804,1.9081214083719757,2.999947599753643,2.019489643172276,1.9639028791483915,6.224873601300169,6.983340122074309,10930.960026030885,439.210532315357
Lorette-Martyrs,75009,0.2710480322282369,1.3824679237518558,17.49615135044288,29.54968903874851,0.9889354340362391,69.46137552721527,6.500000000000002,1600.0000000000005,0.15000000000000002,11.130639783086165,10.39142783790843,18.626914064276477,2.104118309786533,2.4691821594551255,1.6156693113537344,3.000000000000001,2.4691821594551255,1.899112129799617,6.188969780595393,7.3682942892547425,14711.683178112406,538.8054849882127
Provence Opéra,75009,0.1719021779835393,1.4513426773863034,22.322224593043657,22.771949714833994,1.1553647545309909,76.072685530635,6.493201767151274,1598.3834981818718,0.15248914228711022,51.12728675383494,11.454965822221265,19.398503602702203,2.341116325251069,1.892804266847797,1.8009255631474457,2.9999999999999996,1.6923115086268927,1.8622634426493967,6.034846155246312,6.55457495127629,13225.66891553287,497.46947154401937
