seloger_quartier,code_postal,rooms,epoque,furnished,housingType,ref,refmaj,refmin
La Chapelle-Marx Dormoy,75018,4,inf1946,non-meuble,maison,20.857823455407768,25.037088436667585,14.638247359674883
Montmartre,75018,4,inf1946,non-meuble,maison,22.692828513900157,27.19139421668019,15.89474091019345
Moskowa-Porte Montmartre-Porte de Clignancourt,75018,4,inf1946,non-meuble,maison,22.697332169834105,27.196912178997216,15.898104125084801
Bas Belleville,75019,4,inf1946,non-meuble,maison,20.19978266414454,24.222460542359205,14.168033634644
Bassin de la Villette,75019,4,inf1946,non-meuble,maison,20.501043477616424,24.601275161546223,14.400695411762326
Buttes Chaumont,75019,4,inf1946,non-meuble,maison,20.20351166835494,24.229133300980514,14.176864897876722
Danube-Porte des Lilas,75019,4,inf1946,non-meuble,maison,20.44945549737606,24.539094016831612,14.364366268143582
Flandre-Aubervilliers,75019,4,inf1946,non-meuble,maison,20.505448280924146,24.60622710745088,14.40311390420174
Manin-Jaurès,75019,4,inf1946,non-meuble,maison,20.42156160165668,24.50195200207086,14.341171201242512
Place des Fêtes,75019,4,inf1946,non-meuble,maison,20.516909401807812,24.620667046653992,14.411272934538541
Pont de Flandre,75019,4,inf1946,non-meuble,maison,20.463129132467284,24.555579333119656,14.37383808513544
Secrétan,75019,4,inf1946,non-meuble,maison,20.241925687738135,24.27668745714486,14.204285308220172
Amandiers,75020,4,inf1946,non-meuble,maison,20.141252054694178,24.14966853544752,14.128062468513006
Belleville,75020,4,inf1946,non-meuble,maison,22.295089677645198,26.793973655265074,15.596652050271455
Gambetta,75020,4,inf1946,non-meuble,maison,20.3679318006957,24.434894420635718,14.300887859820048
Plaine,75020,4,inf1946,non-meuble,maison,20.506797205279902,24.607872294001496,14.404224006322192
Père Lachaise-Réunion,75020,4,inf1946,non-meuble,maison,20.293300750155105,24.340782077011163,14.242728522307821
Saint Blaise,75020,4,inf1946,non-meuble,maison,20.464007858795604,24.55516009778675,14.373156168388945
Télégraphe-Pelleport Saint Fargeau,75020,4,inf1946,non-meuble,maison,20.879084218123765,25.061829279908867,14.6482351853553
Bourse du Travail,93000,4,inf1946,non-meuble,maison,12.5,15.0,8.8
Edouard Vaillant,93000,4,inf1946,non-meuble,maison,12.505576113631328,15.006883199467342,8.803135827102937
Les Vignes,93000,4,inf1946,non-meuble,maison,12.51164516832698,15.01392697588026,8.808051131684095
Prefecture,93000,4,inf1946,non-meuble,maison,12.500394817042068,15.00047942069394,8.800253810955617
Bas Montreuil-Bobillot,93100,4,inf1946,non-meuble,maison,17.2774845847447,20.712981501693633,12.084989723163131
Bas Montreuil-Etienne Marcel-Chanzy,93100,4,inf1946,non-meuble,maison,16.10542494012145,19.306509928145736,11.303616626747631
Bas Montreuil-République,93100,4,inf1946,non-meuble,maison,17.61071826530246,21.112956238278144,12.307931509494962
Bel Air-Grands Pêchers-Renan,93100,4,inf1946,non-meuble,maison,16.110173778245166,19.312208533894196,11.30678251883011
Branly-Boissière,93100,4,inf1946,non-meuble,maison,16.110801266851627,19.31296197562633,11.30719932655315
Centre Ville-Jean Moulin-Beaumont,93100,4,inf1946,non-meuble,maison,17.019516634504512,20.403419961405415,11.913011089669673
La Noue-Clos Français,93100,4,inf1946,non-meuble,maison,16.091177993178526,19.2898380996242,11.292703636085784
Ramenas-Léo Lagrange,93100,4,inf1946,non-meuble,maison,16.086140144976756,19.28374344154668,11.289509204735918
Ruffins-Théophile Sueur-Montreau-Le Morillon,93100,4,inf1946,non-meuble,maison,16.137800097026272,19.345360116431525,11.32520006468418
Signac-Murs à Pêches,93100,4,inf1946,non-meuble,maison,17.31025388793526,20.75230704753989,12.106827985231593
Solidarité Carnot,93100,4,inf1946,non-meuble,maison,17.6,21.1,12.3
Anatole France,93120,4,inf1946,non-meuble,maison,13.333979094101766,16.01747386762721,9.350484320576324
Balzac-Moulin Neuf,93120,4,inf1946,non-meuble,maison,13.4,16.1,9.4
Braque,93120,4,inf1946,non-meuble,maison,13.442961098257587,16.151299770645526,9.425016017163816
Centre Ville-Convention,93120,4,inf1946,non-meuble,maison,13.4,16.1,9.4
Centre Ville-Mairie,93120,4,inf1946,non-meuble,maison,13.4,16.1,9.4
La Gare,93120,4,inf1946,non-meuble,maison,13.371469905575326,16.06433738196916,9.378602429181495
La Tour,93120,4,inf1946,non-meuble,maison,13.402033567343096,16.102440280811717,9.401220140405858
Parc Départemental,93120,4,inf1946,non-meuble,maison,13.391942209568452,16.0901238882112,9.394005669291516
Quatre Routes,93120,4,inf1946,non-meuble,maison,13.40219721306581,16.102311008927366,9.401839282419163
Rateau,93120,4,inf1946,non-meuble,maison,13.4,16.1,9.4
Verlaine-Paul Verlaine,93120,4,inf1946,non-meuble,maison,13.4,16.1,9.4
Verlaine-Routes,93120,4,inf1946,non-meuble,maison,13.417719803511726,16.121263764214074,9.410631882107035
Waldeck Rochet-Quinet Cachin,93120,4,inf1946,non-meuble,maison,13.4,16.1,9.4
Waldeck Rochet-Zone Industrielle,93120,4,inf1946,non-meuble,maison,13.396485606050708,16.095607007563387,9.397364204538032
Boissière,93130,4,inf1946,non-meuble,maison,13.949159994697618,16.75809817555173,9.735752723416446
Centre Ville-Gare,93130,4,inf1946,non-meuble,maison,13.9,16.7,9.7
Centre Ville-Mairie,93130,4,inf1946,non-meuble,maison,13.9,16.7,9.7
Haut Goulet-Jules Auffret,93130,4,inf1946,non-meuble,maison,13.961470302373058,16.77264672098634,9.744705674453133
Langevin,93130,4,inf1946,non-meuble,maison,13.924202648544314,16.728603130097827,9.717601926214046
Londeau,93130,4,inf1946,non-meuble,maison,13.9,16.7,9.7
Léo Lagrange,93130,4,inf1946,non-meuble,maison,13.9,16.7,9.7
Merlan,93130,4,inf1946,non-meuble,maison,13.88318551879098,16.679822622549175,9.688229863153683
Petit Noisy,93130,4,inf1946,non-meuble,maison,13.875122441783427,16.66997713259801,9.68326489941679
Zone Industrielle,93130,4,inf1946,non-meuble,maison,13.903040803120769,16.703548187892558,9.702329763338263
La Mare à la Veuve-La Remise à Jorelle,93140,4,inf1946,non-meuble,maison,11.9,14.3,8.3
Le Mainguy-Le Moulin à Vent,93140,4,inf1946,non-meuble,maison,11.955681218889907,14.366780551659595,8.33912449725611
Le Saule Blanc,93140,4,inf1946,non-meuble,maison,11.9,14.3,8.3
Noue Caillet-Terre Saint Blaise-Les Mérisiers,93140,4,inf1946,non-meuble,maison,11.901467520328708,14.30171210705016,8.301222933607258
Centre Sud-Jules Ferry,93170,4,inf1946,non-meuble,maison,16.105912351448694,19.307121696063195,11.30416552033885
Centre Sud-La Capsulerie,93170,4,inf1946,non-meuble,maison,16.1,19.3,11.3
Centre-Jean Moulin,93170,4,inf1946,non-meuble,maison,16.1,19.3,11.3
Centre-Sadi Carnot,93170,4,inf1946,non-meuble,maison,16.1,19.3,11.3
Coutures-Victor Hugo,93170,4,inf1946,non-meuble,maison,16.1000054993909,19.300006599269075,11.300003666260599
Coutures-Édouard Vaillant,93170,4,inf1946,non-meuble,maison,16.196218366457792,19.415825634718278,11.36717553571292
Dhuys-François Mitterand,93170,4,inf1946,non-meuble,maison,16.110659634826778,19.31279156179213,11.307106423217851
Dhuys-Gallieni,93170,4,inf1946,non-meuble,maison,16.1532156962835,19.364100725068763,11.33749287692701
Dhuys-Hoche,93170,4,inf1946,non-meuble,maison,16.15957819133661,19.371764639564553,11.341975543896249
Dhuys-René Alazard,93170,4,inf1946,non-meuble,maison,16.13587903531985,19.343170687571224,11.324884733441625
La Noue ,93170,4,inf1946,non-meuble,maison,16.1,19.3,11.3
Malassis-Pierre et Marie Curie,93170,4,inf1946,non-meuble,maison,16.1,19.3,11.3
Malassis-Stalingrad,93170,4,inf1946,non-meuble,maison,16.1,19.3,11.3
Plateau-Anatole France,93170,4,inf1946,non-meuble,maison,16.07736798847565,19.273253077289407,11.28354035525502
Plateau-Gambetta,93170,4,inf1946,non-meuble,maison,16.1140711610282,19.31688539323384,11.3093807740188
Plateau-Girardot,93170,4,inf1946,non-meuble,maison,16.1,19.3,11.3
Allende,93200,4,inf1946,non-meuble,maison,14.03437062101224,16.82108348528173,9.850981142329966
Centre Ville-Basilique,93200,4,inf1946,non-meuble,maison,13.900695889337449,16.70069588933745,9.70069588933745
Cosmonautes,93200,4,inf1946,non-meuble,maison,13.893886316637861,16.69266357996543,9.696331789982715
Delaunay Belleville,93200,4,inf1946,non-meuble,maison,14.036089173891625,16.824141668580662,9.856001777823273
Floréal-La Saussaie-La Courtille,93200,4,inf1946,non-meuble,maison,14.00233404701253,16.789460336780063,9.82215492501059
Franc Moisin-Bel Air,93200,4,inf1946,non-meuble,maison,13.898014584219032,16.697583034674793,9.69870535136729
Mutuelle-Barbusse-Saint Rémy- Joliot Curie,93200,4,inf1946,non-meuble,maison,13.932348757598806,16.728411268438844,9.739484234319914
Pleyel,93200,4,inf1946,non-meuble,maison,13.912461949481477,16.71339555091152,9.710594746621384
Péri-Langevin-Stalingrad-Politzer,93200,4,inf1946,non-meuble,maison,13.93077106857433,16.730771068574327,9.73077106857433
République-Gare-Porte de Paris,93200,4,inf1946,non-meuble,maison,14.010961253399854,16.810876575337172,9.811102383504322
Sémard-Delaune-Guynemer,93200,4,inf1946,non-meuble,maison,14.027846429411781,16.815297903537747,9.847709732995334
La Plaine-Stade de France,93210,4,inf1946,non-meuble,maison,13.922358738229867,16.726523380952674,9.71572135863868
Bas Pays,93230,4,inf1946,non-meuble,maison,15.015345939424812,18.018109087862715,10.511230941371224
Cachin,93230,4,inf1946,non-meuble,maison,14.999350861859849,17.99923283674346,10.499527899534435
Carnot,93230,4,inf1946,non-meuble,maison,15.0003087031912,18.00036483105941,10.500224511360898
Centre,93230,4,inf1946,non-meuble,maison,15.007539606029406,18.00898953026583,10.505219727251125
Cité,93230,4,inf1946,non-meuble,maison,15.004877262765648,18.005815197912888,10.503376566530063
Communes,93230,4,inf1946,non-meuble,maison,15.015440113145898,18.018253592709783,10.511208552314907
Grands Champs,93230,4,inf1946,non-meuble,maison,14.952542536706913,17.94391390701726,10.46548548124139
Ormes,93230,4,inf1946,non-meuble,maison,15.009826495345171,18.01161778124463,10.507131040795361
Parcs,93230,4,inf1946,non-meuble,maison,15.000579175834558,18.00068448053175,10.50042121878877
ZAC,93230,4,inf1946,non-meuble,maison,15.0,18.0,10.5
L'Avenir,93240,4,inf1946,non-meuble,maison,11.900193001671852,14.300231602006225,8.300141534559359
L'Avenir-La Cerisaie,93240,4,inf1946,non-meuble,maison,11.96207039686443,14.37335755934925,8.345142652071228
La Cité-Jardin,93240,4,inf1946,non-meuble,maison,11.9,14.3,8.3
Le Bois Moussay-Les Parouzets,93240,4,inf1946,non-meuble,maison,11.901000425567426,14.301000425567425,8.300666950378284
Le Clos Saint Lazare,93240,4,inf1946,non-meuble,maison,11.901721307151389,14.301944120742478,8.301221809297957
Le Globe-Allende,93240,4,inf1946,non-meuble,maison,11.928438834897147,14.333609532151174,8.320682789016107
Le Maroc,93240,4,inf1946,non-meuble,maison,11.903124648016945,14.303124648016944,8.302083098677963
Le Vieux Stains-Bordes,93240,4,inf1946,non-meuble,maison,11.9,14.3,8.3
Prêtresse,93240,4,inf1946,non-meuble,maison,11.9,14.3,8.3
Convention,93260,4,inf1946,non-meuble,maison,17.531799599572075,21.018159519486492,12.254533066381384
Croix de l'Epinette,93260,4,inf1946,non-meuble,maison,17.51857518441464,21.00290609057397,12.243663892021756
Jalancloud,93260,4,inf1946,non-meuble,maison,17.59997999664387,21.099975995972645,12.299986664429248
L'Avenir,93260,4,inf1946,non-meuble,maison,17.56612396522184,21.05950767646542,12.276886249483862
L'Eglise,93260,4,inf1946,non-meuble,maison,17.6,21.1,12.3
La Mairie,93260,4,inf1946,non-meuble,maison,17.6,21.1,12.3
Le Fort,93260,4,inf1946,non-meuble,maison,17.071320503162234,20.469285263904897,11.935211468407443
Les Bruyeres,93260,4,inf1946,non-meuble,maison,17.749726858259628,21.280714916667563,12.408506961806468
Les Sentes,93260,4,inf1946,non-meuble,maison,17.587835656573976,21.08549635976128,12.291578531474292
Villegranges,93260,4,inf1946,non-meuble,maison,17.745735397305364,21.276071039343307,12.407061619677483
Centre Ville,93300,4,inf1946,non-meuble,maison,12.205046440126806,14.606308050158509,8.503784830095105
Cochennec Péri,93300,4,inf1946,non-meuble,maison,12.205560315680282,14.606720192994219,8.504005807041544
Condorcet,93300,4,inf1946,non-meuble,maison,12.200801501853167,14.600965912489714,8.500575437227916
Emile Dubois,93300,4,inf1946,non-meuble,maison,12.201692896005904,14.602040156725064,8.501215412517059
Firmin Genier,93300,4,inf1946,non-meuble,maison,12.2,14.6,8.5
Landy,93300,4,inf1946,non-meuble,maison,12.30908612502666,14.734758270232225,8.577016435616693
Paul Bert,93300,4,inf1946,non-meuble,maison,12.206554190566363,14.60789863991331,8.504705572714313
Plaine Marcreux Pressensé,93300,4,inf1946,non-meuble,maison,12.214517275405909,14.617609028916043,8.510300245079494
Robespierre,93300,4,inf1946,non-meuble,maison,12.257108679850164,14.671385849812706,8.542831509887623
Sadi Carnot,93300,4,inf1946,non-meuble,maison,12.2,14.6,8.5
Vallès La Frette,93300,4,inf1946,non-meuble,maison,12.2,14.6,8.5
Villette Quatre Chemin,93300,4,inf1946,non-meuble,maison,13.017575121110562,15.585032122835308,9.081210555226894
Anatole France,93310,4,inf1946,non-meuble,maison,16.102816862420426,19.303393038824602,11.30198460761439
Arpents,93310,4,inf1946,non-meuble,maison,16.3445173010931,19.594532203589413,11.472273553042864
Belvedere,93310,4,inf1946,non-meuble,maison,17.005114465022782,20.389960142197143,11.935266178096917
Centre,93310,4,inf1946,non-meuble,maison,16.11328566531398,19.31600318776457,11.309360355107577
Gabriel Peri,93310,4,inf1946,non-meuble,maison,16.1,19.3,11.3
Severine,93310,4,inf1946,non-meuble,maison,16.180591317657683,19.39670958118922,11.353727545105123
Stalingrad,93310,4,inf1946,non-meuble,maison,16.1,19.3,11.3
Butte Pinson,93380,4,inf1946,non-meuble,maison,12.2,14.6,8.5
Centre Ville,93380,4,inf1946,non-meuble,maison,12.204734533059186,14.605918166323983,8.50355089979439
Gare,93380,4,inf1946,non-meuble,maison,12.196231406726788,14.596231406726789,8.497487604484526
Joncherolles-Fauvettes,93380,4,inf1946,non-meuble,maison,12.234443590608098,14.642359973280193,8.525601187962764
Maroc,93380,4,inf1946,non-meuble,maison,12.193609592577557,14.593609592577558,8.495739728385038
Nord,93380,4,inf1946,non-meuble,maison,12.199983766386957,14.599983766386957,8.499989177591305
Potier,93380,4,inf1946,non-meuble,maison,12.2,14.6,8.5
Sud,93380,4,inf1946,non-meuble,maison,12.235913514607738,14.643984037005254,8.52663251720433
Debain-Michelet-Bauer,93400,4,inf1946,non-meuble,maison,14.700890018595482,17.602407961105765,10.299729720489381
Dock Saint Ouen,93400,4,inf1946,non-meuble,maison,14.693153252567432,17.59201212799534,10.295435501711623
Garibaldi-Ottino-Porte de Saint Ouen,93400,4,inf1946,non-meuble,maison,14.7298200801683,17.635786236799348,10.320873520968465
Hugo-Payret-Zola,93400,4,inf1946,non-meuble,maison,15.021201153011088,17.988822448381846,10.52399554091563
Marie-Godillot-Landy,93400,4,inf1946,non-meuble,maison,14.699814577378245,17.599791399550526,10.299860933033685
Rosiers-Les Puces,93400,4,inf1946,non-meuble,maison,14.879298378227121,17.815158053872548,10.425508864758985
Vieux Saint Ouen,93400,4,inf1946,non-meuble,maison,14.675619158807242,17.572138054355893,10.282581367709948
Bernard Lama,93430,4,inf1946,non-meuble,maison,13.379192635873123,16.073990794841404,9.384394476904843
Jules Ferry,93430,4,inf1946,non-meuble,maison,13.396860225170489,16.096162497430598,9.397906816780326
Marcel Sembat,93430,4,inf1946,non-meuble,maison,13.398072198103335,16.097641952580283,9.398709263430836
Maurice Grandcoing,93430,4,inf1946,non-meuble,maison,13.4,16.1,9.4
Paul Langevin,93430,4,inf1946,non-meuble,maison,13.393510044226772,16.092067831832722,9.395673362817849
Centre,93450,4,inf1946,non-meuble,maison,14.1,16.9,9.9
Nord,93450,4,inf1946,non-meuble,maison,14.093037638053378,16.891732195188386,9.8952133761617
Sud,93450,4,inf1946,non-meuble,maison,14.1,16.9,9.9
Courtillères,93500,4,inf1946,non-meuble,maison,15.93549910451879,19.102171319608676,11.182794974773698
Haut Pantin-Charles Auray,93500,4,inf1946,non-meuble,maison,16.088685209491185,19.28667671311441,11.291601807246687
Mairie-Ourcq,93500,4,inf1946,non-meuble,maison,16.38430330126851,19.64245624925525,11.500304598620994
Ourcq-Hoche,93500,4,inf1946,non-meuble,maison,16.1,19.3,11.3
Petit Pantin-Haut Pantin,93500,4,inf1946,non-meuble,maison,16.11665980820081,19.31999176984097,11.311106538800539
Quatre Chemins-Diderot,93500,4,inf1946,non-meuble,maison,16.077148319738136,19.27246079558185,11.283593665453017
Quatre Chemins-Jaurès,93500,4,inf1946,non-meuble,maison,16.091768024140187,19.29036437529803,11.294435613453803
Église-Sept Arpents,93500,4,inf1946,non-meuble,maison,16.11967740838268,19.323702332824592,11.313863628633252
Blumenthal-La Biche,93800,4,inf1946,non-meuble,maison,12.555757369761793,15.066295922475184,8.838282354524578
Félix Merlin,93800,4,inf1946,non-meuble,maison,12.514257113271201,15.016930322009552,8.809801765373951
Gallieni-De Lattre de Tassigny,93800,4,inf1946,non-meuble,maison,12.5,15.0,8.8
Les Mobiles-Maison de Santé,93800,4,inf1946,non-meuble,maison,12.626387567873666,15.150085236849979,8.886891452913147
Ormesson-Jean Jaurès,93800,4,inf1946,non-meuble,maison,12.5,15.0,8.8
Saint Leu-Commandant Louis Bouchet,93800,4,inf1946,non-meuble,maison,12.500430264731987,15.000525879116871,8.800286843154659
Les Halles,75001,4,1946-1970,meuble,appartement,25.707368638299158,30.808900940414507,18.005058861671557
Palais Royal,75001,4,1946-1970,meuble,appartement,27.191771196769885,32.59012690072582,18.9945177926848
Saint Germain l'Auxerrois,75001,4,1946-1970,meuble,appartement,27.198107971973684,32.59772956636842,18.998738647982456
Seine et Berges,75001,4,1946-1970,meuble,appartement,27.353270582048722,32.78976357777461,19.10947898717766
Vendôme,75001,4,1946-1970,meuble,appartement,27.2,32.6,19.0
