conseil_de_quartier,rooms,epoque,furnished,housingType,ref,refmaj,refmin
LA CHAPELLE - MARX DORMOY,2,1971-1990,non-meuble,maison,20.10420280409173,24.112622059442856,14.101047523580997
ELYSEES - MADELEINE,2,1971-1990,non-meuble,maison,28.464807799421326,34.1597803421958,19.974862713872376
DANUBE,2,1971-1990,non-meuble,maison,19.09805186238531,22.897662234862377,13.398608473132366
FLANDRE - AUBERVILLIERS,2,1971-1990,non-meuble,maison,19.100033215088537,22.90003998169497,13.400023372751903
SAINT - VICTOR,2,1971-1990,non-meuble,maison,23.900428558038406,28.70044076495872,16.700410925820176
CROULEBARBE,2,1971-1990,non-meuble,maison,24.499911150027874,29.39989286072504,17.199931310524956
EPINETTES - BESSIERES,2,1971-1990,non-meuble,maison,24.392761949851916,29.291293439511367,17.09491216661594
SAINT - PLACIDE,2,1971-1990,non-meuble,maison,28.39999649960398,34.09999579952478,19.899997549722784
SAINT - THOMAS D'AQUIN,2,1971-1990,non-meuble,maison,28.400005663627912,34.10000566362791,19.900005663627912
GAMBETTA,2,1971-1990,non-meuble,maison,20.02024902799611,24.02034601537892,14.040127267167156
SAINT - LAMBERT,2,1971-1990,non-meuble,maison,24.85108224519954,29.80488545503141,17.379344632090373
BOIS DE BOULOGNE,2,1971-1990,non-meuble,maison,26.564900147264225,31.886006631997063,18.6234775236428
NATION - PICPUS,2,1971-1990,non-meuble,maison,24.29995173483736,29.19994154318966,16.99996675109358
PLAINE LAGNY,2,1971-1990,non-meuble,maison,19.10005444122701,22.900065360130522,13.400034374304903
DIDOT - PORTE DE VANVES,2,1971-1990,non-meuble,maison,22.700023968145086,27.200029378778847,15.900016545140556
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,2,1971-1990,non-meuble,maison,22.700072817745433,27.20008940529389,15.900052083309868
CHAILLOT,2,1971-1990,non-meuble,maison,27.80001194271267,33.40001345607453,19.500008240083304
MARAIS - ARCHIVES,2,1971-1990,non-meuble,maison,25.05072687109917,30.075869085009877,17.525521451005925
AMIRAUX - SIMPLON - POISSONNIERS,2,1971-1990,non-meuble,maison,24.352228384623018,29.252005521505264,17.052540640438494
PIGALLE - MARTYRS,2,1971-1990,non-meuble,maison,24.7418769143366,29.69025239516787,17.369313693089698
CITROEN - BOUCICAUT,2,1971-1990,non-meuble,maison,24.7,29.6,17.3
SAINT - GERMAIN DES PRES,2,1971-1990,non-meuble,maison,28.499983106521093,34.199983106521096,19.99998310652109
BEL - AIR NORD,2,1971-1990,non-meuble,maison,21.400020319701024,25.70002406621775,15.000013752133796
AUTEUIL SUD,2,1971-1990,non-meuble,maison,24.7,29.6,17.3
PONT DE FLANDRE,2,1971-1990,non-meuble,maison,19.0985763820249,22.898291658429876,13.398983130017783
SAINT - PHILIPPE DU ROULE,2,1971-1990,non-meuble,maison,28.402742811496218,34.08884892742425,19.930530579640156
TERNES - MAILLOT,2,1971-1990,non-meuble,maison,27.400007945956524,32.90000988932251,19.200005945093015
TRIANGLE D'OR,2,1971-1990,non-meuble,maison,28.499991930467278,34.19999127472194,19.99999324195328
MARTIN LUTHER KING,2,1971-1990,non-meuble,maison,24.071930562461297,28.889913203076624,16.853947921845972
BAS - BELLEVILLE,2,1971-1990,non-meuble,maison,21.400210642912008,25.700252771494412,15.000147450038407
BLANCHE - TRINITE,2,1971-1990,non-meuble,maison,24.62611851602667,29.551343836657868,17.28828176828708
RENNES,2,1971-1990,non-meuble,maison,28.417386723417092,34.1173867234171,19.917386723417096
MANIN - JAURES,2,1971-1990,non-meuble,maison,19.267231076737595,23.103787095835834,13.516118836508216
FAUBOURG MONTMARTRE,2,1971-1990,non-meuble,maison,25.218436991441088,30.262124451153007,17.70290564831396
CLIGNANCOURT - JULES JOFFRIN,2,1971-1990,non-meuble,maison,24.3,29.2,17.0
GOUTTE D'OR - CHATEAU ROUGE,2,1971-1990,non-meuble,maison,24.365631914017413,29.265631914017412,17.065631914017416
LEGENDRE - LEVIS,2,1971-1990,non-meuble,maison,25.833730704860372,31.01126446430117,18.09439911187098
CHAMPERRET - BERTHIER,2,1971-1990,non-meuble,maison,27.367299408981165,32.86056693435964,19.17691722986906
HOCHE - FRIEDLAND,2,1971-1990,non-meuble,maison,28.499933959836014,34.19992267668535,19.999952212173785
DAUPHINE,2,1971-1990,non-meuble,maison,27.8,33.4,19.5
SECRETAN,2,1971-1990,non-meuble,maison,20.75297930523514,24.912322154380824,14.549898766639934
JARDIN DES PLANTES,2,1971-1990,non-meuble,maison,23.999989614809376,28.799994516199853,16.799982622199284
LA FOURCHE - GUY MOQUET,2,1971-1990,non-meuble,maison,24.39998711515975,29.299984492567066,17.099989737752427
CHARLES HERMITE - EVANGILE,2,1971-1990,non-meuble,maison,20.428509442049304,24.504240781948496,14.327419778686817
JEAN MOULIN - PORTE D'ORLEANS,2,1971-1990,non-meuble,maison,23.99958916245675,28.799497366871968,16.79972461324567
INVALIDES,2,1971-1990,non-meuble,maison,28.400001195865112,34.10000119586511,19.90000119586511
LOUIS BLANC - AQUEDUC,2,1971-1990,non-meuble,maison,24.481101758445835,29.38107716448289,17.18113753148285
NOTRE - DAME DES CHAMPS,2,1971-1990,non-meuble,maison,28.42738314735254,34.12733670734776,19.927451854010208
ITALIE - PEUPLIERS - RUNGIS,2,1971-1990,non-meuble,maison,22.69983891695379,27.199807931291595,15.899888230865013
JARDIN DE REUILLY,2,1971-1990,non-meuble,maison,23.16009653007153,27.82425432428623,16.213859838749485
SAINT - VINCENT DE PAUL - LARIBOISIERE,2,1971-1990,non-meuble,maison,24.49999868290269,29.399998682902694,17.19999868290269
PLATEAU,2,1971-1990,non-meuble,maison,21.069219765643073,25.297310639918564,14.76989210566343
MONTPARNASSE - RASPAIL,2,1971-1990,non-meuble,maison,24.351295499618125,29.21824961072074,17.092599850936686
MUETTE SUD,2,1971-1990,non-meuble,maison,27.79941252162263,33.39927986521484,19.499583079861218
PASTEUR - MONTPARNASSE,2,1971-1990,non-meuble,maison,27.399873164770025,32.899846116647176,19.199911013714857
GRANGE AUX BELLES - TERRAGE,2,1971-1990,non-meuble,maison,24.399946927534653,29.29993461805082,17.099964832475397
BIBLIOTHEQUE - SEINE,2,1971-1990,non-meuble,maison,19.10032676939999,22.900393608869347,13.400226758195908
SENTIER - ARTS ET METIERS,2,1971-1990,non-meuble,maison,23.900016122115463,28.700019001883472,16.70001324234746
CHATEAU D'EAU - LANCRY,2,1971-1990,non-meuble,maison,24.400012272374088,29.300010730704113,17.100013814044065
SALPETRIERE - AUSTERLITZ,2,1971-1990,non-meuble,maison,23.453268789881974,28.14167502404149,16.42063658620693
NATIONALE - DEUX MOULINS,2,1971-1990,non-meuble,maison,20.476124056642092,24.543703962934863,14.355641692584047
NATION - ALEXANDRE DUMAS,2,1971-1990,non-meuble,maison,24.00004554179706,28.800059343128673,16.800035608434992
BELLEVILLE - SAINT-MAUR,2,1971-1990,non-meuble,maison,24.20725752198508,29.05907263202895,16.95544387103641
TEMPLE - ENFANTS ROUGES,2,1971-1990,non-meuble,maison,23.900005040914863,28.700005950430832,16.700004131398902
MARAIS - PLACE DES VOSGES,2,1971-1990,non-meuble,maison,24.85710441001392,29.844363567043885,17.386619251690192
MONTSOURIS - DAREAU,2,1971-1990,non-meuble,maison,24.38421547043582,29.280269587427576,17.088163329589385
DUPLEIX - LA MOTTE PICQUET,2,1971-1990,non-meuble,maison,24.70005774806042,29.600070575240142,17.300040750066245
LEON BLUM - FOLIE-REGNAULT,2,1971-1990,non-meuble,maison,24.37111444421278,29.26389538522097,17.078338163114577
BASSIN DE LA VILLETTE,2,1971-1990,non-meuble,maison,19.100018050751455,22.90002179713383,13.400012601467996
COURCELLES - WAGRAM,2,1971-1990,non-meuble,maison,27.40002412232998,32.90002888401883,19.200017668782937
VIOLET - COMMERCE,2,1971-1990,non-meuble,maison,24.70010519510856,29.600133410236722,17.300067574937678
PLACE DES FETES,2,1971-1990,non-meuble,maison,19.100101197440033,22.9001222006823,13.400070647269459
ODEON,2,1971-1990,non-meuble,maison,28.49978958480998,34.199748416620636,19.999849049972376
MASSENA - JEANNE D'ARC,2,1971-1990,non-meuble,maison,19.1,22.9,13.4
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,2,1971-1990,non-meuble,maison,19.320659580544064,23.168611880150337,13.553448088326663
ALIGRE - GARE DE LYON,2,1971-1990,non-meuble,maison,24.39995773157973,29.29994911031058,17.099969960314375
ALLERAY - PROCESSION,2,1971-1990,non-meuble,maison,25.217328611302307,30.249613379953118,17.64094953790418
AUTEUIL NORD,2,1971-1990,non-meuble,maison,24.700441851556725,29.600541624488894,17.30031357207252
VAUGIRARD - PARC DES EXPOSITIONS,2,1971-1990,non-meuble,maison,24.647080186123105,29.547080186123104,17.247080186123103
BEL - AIR SUD,2,1971-1990,non-meuble,maison,21.50866774710371,25.8311507292631,15.07494327386463
LOUVRE - OPERA,2,1971-1990,non-meuble,maison,27.48099657339591,32.98081323889999,19.272228367989605
VALLEE DE FECAMP,2,1971-1990,non-meuble,maison,24.271155793677302,29.16518802685191,16.98010744391538
CAMBRONNE - GARIBALDI,2,1971-1990,non-meuble,maison,27.399933358945994,32.89991825304377,19.19995258396641
HALLES - BEAUBOURG - MONTORGUEIL,2,1971-1990,non-meuble,maison,24.846974232340926,29.82456220647139,17.410109451989545
MUETTE NORD,2,1971-1990,non-meuble,maison,27.800001328524676,33.40000154994545,19.500000885683114
PORTE DES LILAS,2,1971-1990,non-meuble,maison,19.094353103364835,22.893223667476413,13.395966340799495
EMERIAU - ZOLA,2,1971-1990,non-meuble,maison,24.7,29.6,17.3
PORTE SAINT-DENIS - PARADIS,2,1971-1990,non-meuble,maison,24.499991308930092,29.399990690091133,17.19999192776906
GEORGES BRASSENS,2,1971-1990,non-meuble,maison,24.59996116806733,29.49995299292361,17.199973430782908
MONTMARTRE,2,1971-1990,non-meuble,maison,24.30000401580041,29.20000401580041,17.00000401580041
ROSA PARKS - MACDONALD,2,1971-1990,non-meuble,maison,19.088802890120355,22.8866544876825,13.392197106238987
REUNION - PERE LACHAISE,2,1971-1990,non-meuble,maison,20.40980506169923,24.494543751257616,14.311168845190746
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,2,1971-1990,non-meuble,maison,24.39993851447768,29.29992621737322,17.099956960134378
SAINT BLAISE,2,1971-1990,non-meuble,maison,19.098552352280844,22.898260906534137,13.398958147074593
PEREIRE - MALESHERBES,2,1971-1990,non-meuble,maison,25.85264604428913,31.034073171054544,18.107750148909975
REPUBLIQUE - SAINT-AMBROISE,2,1971-1990,non-meuble,maison,24.178392177975073,29.02299098537756,16.933793370572594
PERNETY,2,1971-1990,non-meuble,maison,22.830736071134893,27.360905602588712,15.990510243943493
EUROPE,2,1971-1990,non-meuble,maison,27.799917212813586,33.39989427355977,19.49994300271149
GROS CAILLOU,2,1971-1990,non-meuble,maison,28.399942759007608,34.099930633951146,19.899960042336637
GRANDES CARRIERES - CLICHY,2,1971-1990,non-meuble,maison,24.300001000226466,29.20000049052071,17.000001509932233
MAIRIE,2,1971-1990,non-meuble,maison,27.87725646221811,33.488290005475235,19.55518335919395
SEINE,2,1971-1990,non-meuble,maison,27.749295418625827,33.3024184390178,19.461451476283937
MONNAIE,2,1971-1990,non-meuble,maison,28.499893901014474,34.19987314251731,19.999923885510388
BASTILLE - POPINCOURT,2,1971-1990,non-meuble,maison,24.29071656841031,29.163394506116088,17.018036343870186
BELLEVILLE,2,1971-1990,non-meuble,maison,23.809695008982107,28.587183288660498,16.68789918681699
AMANDIERS - MENILMONTANT,2,1971-1990,non-meuble,maison,21.400812797317077,25.70097498867903,15.000568590020489
BERCY,2,1971-1990,non-meuble,maison,21.400202514995367,25.70024365333549,15.00013933818189
ECOLE MILITAIRE,2,1971-1990,non-meuble,maison,28.399965245800466,34.099958107987035,19.89997564089807
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,2,1971-1990,non-meuble,maison,24.295549841483673,29.194634605213892,16.99689218801268
BATIGNOLLES,2,1971-1990,non-meuble,maison,24.070733577464477,28.888413795173893,16.85304635582621
MONCEAU,2,1971-1990,non-meuble,maison,27.83043249608511,33.43477997447993,19.52173749018835
ANVERS - MONTHOLON,2,1971-1990,non-meuble,maison,24.499997419879808,29.399997419879806,17.199997419879807
MOUTON - DUVERNET,2,1971-1990,non-meuble,maison,23.978156640854895,28.770323259892912,16.794651868779795
VAL DE GRACE,2,1971-1990,non-meuble,maison,23.900080347590016,28.70008609204264,16.70007241278597
OPERA - CHAUSSEE D'ANTIN,2,sup1990,meuble,appartement,31.08813662261482,37.28576394713778,21.790513010226164
OLYMPIADES - CHOISY,2,sup1990,meuble,appartement,25.085304397142057,30.082365276570467,17.544124936155274
SORBONNE,2,sup1990,meuble,appartement,27.60000933703292,33.10001120380152,19.300006668853527
LA CHAPELLE - MARX DORMOY,2,sup1990,meuble,appartement,24.827411455579522,29.78426150727462,17.370555779484864
ELYSEES - MADELEINE,2,sup1990,meuble,appartement,31.1603294867063,37.37541185838287,21.840219657804198
DANUBE,2,sup1990,meuble,appartement,24.597662234862376,29.497216946264732,17.198385828833544
FLANDRE - AUBERVILLIERS,2,sup1990,meuble,appartement,24.60003677447756,29.50004413105163,17.20002574381285
SAINT - VICTOR,2,sup1990,meuble,appartement,27.598582802907327,33.09822613006632,19.298935406774895
CROULEBARBE,2,sup1990,meuble,appartement,30.59962787353697,36.6995515165085,21.399738515337138
EPINETTES - BESSIERES,2,sup1990,meuble,appartement,25.79359854213658,30.992253530707618,18.095502952955297
SAINT - PLACIDE,2,sup1990,meuble,appartement,35.099975847267466,42.099970946713036,24.599982848059504
SAINT - THOMAS D'AQUIN,2,sup1990,meuble,appartement,35.09977345488349,42.09972814586019,24.599841418418446
GAMBETTA,2,sup1990,meuble,appartement,25.599990193731433,30.700016408506297,17.920080307344318
SAINT - LAMBERT,2,sup1990,meuble,appartement,28.564144977746928,34.25518077269556,19.973107984163374
BOIS DE BOULOGNE,2,sup1990,meuble,appartement,31.742212915753747,38.12268711169157,22.201580654503314
NATION - PICPUS,2,sup1990,meuble,appartement,28.399972583891287,34.09996613193234,19.899980644088114
PLAINE LAGNY,2,sup1990,meuble,appartement,24.59990856159773,29.49989097498778,17.19993760884968
DIDOT - PORTE DE VANVES,2,sup1990,meuble,appartement,30.09995511053614,36.099945855464924,21.099967450631098
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,2,sup1990,meuble,appartement,30.099933075750467,36.09992078663412,21.099952175315334
CHAILLOT,2,sup1990,meuble,appartement,32.299973158151246,38.799965935496495,22.59998188364118
MARAIS - ARCHIVES,2,sup1990,meuble,appartement,28.475553054097198,34.150663664916635,19.925395038640854
AMIRAUX - SIMPLON - POISSONNIERS,2,sup1990,meuble,appartement,27.012962768293026,32.446203209906706,18.939721949485495
PIGALLE - MARTYRS,2,sup1990,meuble,appartement,30.63022928750229,36.7362752429667,21.424184066767502
CITROEN - BOUCICAUT,2,sup1990,meuble,appartement,30.9,37.1,21.6
SAINT - GERMAIN DES PRES,2,sup1990,meuble,appartement,31.1006757391565,37.30081088698779,21.800473017409548
BEL - AIR NORD,2,sup1990,meuble,appartement,27.099981263484313,32.49997839778197,18.999985716238484
AUTEUIL SUD,2,sup1990,meuble,appartement,30.9,37.1,21.6
PONT DE FLANDRE,2,sup1990,meuble,appartement,24.59829165842988,29.497966260035565,17.19882043082063
SAINT - PHILIPPE DU ROULE,2,sup1990,meuble,appartement,31.266726608863635,37.508408261079545,21.911151072575755
TERNES - MAILLOT,2,sup1990,meuble,appartement,28.200076630636556,33.80009343096012,19.700054230205136
TRIANGLE D'OR,2,sup1990,meuble,appartement,31.100147041871367,37.300176843686295,21.800102667012286
MARTIN LUTHER KING,2,sup1990,meuble,appartement,26.948243031385463,32.31227775015481,18.838156234462083
BAS - BELLEVILLE,2,sup1990,meuble,appartement,27.0999087214048,32.499894678544,18.9999368071264
BLANCHE - TRINITE,2,sup1990,meuble,appartement,30.61576229018166,36.718916858926754,21.41260996758457
RENNES,2,sup1990,meuble,appartement,34.40453106331625,41.2654372759795,24.113171744321377
MANIN - JAURES,2,sup1990,meuble,appartement,24.78046356770539,29.7166886542628,17.330344125098513
FAUBOURG MONTMARTRE,2,sup1990,meuble,appartement,30.689795640713896,36.807754768856675,21.471837433926627
CLIGNANCOURT - JULES JOFFRIN,2,sup1990,meuble,appartement,28.4,34.1,19.9
GOUTTE D'OR - CHATEAU ROUGE,2,sup1990,meuble,appartement,26.693648891899706,32.06550420274419,18.718679756794334
LEGENDRE - LEVIS,2,sup1990,meuble,appartement,27.739550839418953,33.247465392231334,19.37768723194149
CHAMPERRET - BERTHIER,2,sup1990,meuble,appartement,28.190382179112106,33.78845861493453,19.693267525378474
HOCHE - FRIEDLAND,2,sup1990,meuble,appartement,31.099906757738342,37.29988883962741,21.79993064855293
DAUPHINE,2,sup1990,meuble,appartement,32.3,38.8,22.6
SECRETAN,2,sup1990,meuble,appartement,26.396674844022115,31.656010362617785,18.493606217570672
JARDIN DES PLANTES,2,sup1990,meuble,appartement,27.20015715562134,32.60019578182075,19.000117465412533
LA FOURCHE - GUY MOQUET,2,sup1990,meuble,appartement,25.800098972505364,31.000116190038387,18.100066703785707
CHARLES HERMITE - EVANGILE,2,sup1990,meuble,appartement,24.89639548884764,29.870724984764685,17.422518645852858
JEAN MOULIN - PORTE D'ORLEANS,2,sup1990,meuble,appartement,27.200717620533048,32.60090121170261,19.000564229038154
INVALIDES,2,sup1990,meuble,appartement,35.09995216539567,42.0999425984748,24.599966515776966
LOUIS BLANC - AQUEDUC,2,sup1990,meuble,appartement,29.698545488507545,35.629521090741605,20.780248346487824
NOTRE - DAME DES CHAMPS,2,sup1990,meuble,appartement,33.99519732352648,40.77423670711248,23.826635109918936
ITALIE - PEUPLIERS - RUNGIS,2,sup1990,meuble,appartement,30.099720525286372,36.099664920683274,21.09980206457185
JARDIN DE REUILLY,2,sup1990,meuble,appartement,27.88899491191907,33.47107118552396,19.5462272467132
SAINT - VINCENT DE PAUL - LARIBOISIERE,2,sup1990,meuble,appartement,30.599936797219012,36.6999249467278,21.399956548118286
PLATEAU,2,sup1990,meuble,appartement,26.740423125144268,32.06850818616707,18.74110491170024
MONTPARNASSE - RASPAIL,2,sup1990,meuble,appartement,30.55863857104123,36.65036623401986,21.375179231891213
MUETTE SUD,2,sup1990,meuble,appartement,32.29973468718441,38.799677834438214,22.59981049084601
PASTEUR - MONTPARNASSE,2,sup1990,meuble,appartement,28.200132895402305,33.80016033048877,19.70009564397418
GRANGE AUX BELLES - TERRAGE,2,sup1990,meuble,appartement,25.80028600351776,31.000338789869666,18.100195788545253
BIBLIOTHEQUE - SEINE,2,sup1990,meuble,appartement,24.60017973461917,29.500214394353613,17.200124775043978
SENTIER - ARTS ET METIERS,2,sup1990,meuble,appartement,27.600030881396684,33.10003775157157,19.30002231087322
CHATEAU D'EAU - LANCRY,2,sup1990,meuble,appartement,25.80098682480973,31.001171276335317,18.10067786393045
SALPETRIERE - AUSTERLITZ,2,sup1990,meuble,appartement,26.91158648018113,32.25614266079447,18.800373279597274
NATIONALE - DEUX MOULINS,2,sup1990,meuble,appartement,26.70238810022467,32.02286562345769,18.690784077992934
NATION - ALEXANDRE DUMAS,2,sup1990,meuble,appartement,27.199748595558095,32.599715158968216,18.99984086118916
BELLEVILLE - SAINT-MAUR,2,sup1990,meuble,appartement,26.474553927466246,31.77091884372786,18.53364212317727
TEMPLE - ENFANTS ROUGES,2,sup1990,meuble,appartement,27.599981655372478,33.09997843348954,19.299987605803306
MARAIS - PLACE DES VOSGES,2,sup1990,meuble,appartement,28.328207239016404,33.97384865438291,19.82014828503644
MONTSOURIS - DAREAU,2,sup1990,meuble,appartement,25.855263645703676,31.06316421924717,18.13553338446799
DUPLEIX - LA MOTTE PICQUET,2,sup1990,meuble,appartement,30.900001828799713,37.10000167121603,21.60000155059168
LEON BLUM - FOLIE-REGNAULT,2,sup1990,meuble,appartement,25.90095654134915,31.115379126299505,18.164901632276592
BASSIN DE LA VILLETTE,2,sup1990,meuble,appartement,24.600004086962596,29.500005108703245,17.200003065221946
COURCELLES - WAGRAM,2,sup1990,meuble,appartement,28.20010556075829,33.80012811365954,19.700075490223274
VIOLET - COMMERCE,2,sup1990,meuble,appartement,30.899372253655613,37.099235173686665,21.59956228460361
PLACE DES FETES,2,sup1990,meuble,appartement,24.60002291262793,29.50002864078491,17.200017184470944
ODEON,2,sup1990,meuble,appartement,31.099839901485858,37.29980788178302,21.79988564391847
MASSENA - JEANNE D'ARC,2,sup1990,meuble,appartement,24.6,29.5,17.2
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,2,sup1990,meuble,appartement,24.83659687623696,29.783947706509117,17.370431047563944
ALIGRE - GARE DE LYON,2,sup1990,meuble,appartement,25.80008832429135,31.000103394033246,18.100060296058007
ALLERAY - PROCESSION,2,sup1990,meuble,appartement,28.511821589754135,34.189776291789336,19.933865960514492
AUTEUIL NORD,2,sup1990,meuble,appartement,30.90019954586433,37.1002423056924,21.600142532760234
VAUGIRARD - PARC DES EXPOSITIONS,2,sup1990,meuble,appartement,29.682844280831393,35.61824521144691,20.753282977969665
BEL - AIR SUD,2,sup1990,meuble,appartement,27.148713128012012,32.559954619091705,19.033724473239083
LOUVRE - OPERA,2,sup1990,meuble,appartement,30.44361058882952,36.51233270659542,21.329146354668442
VALLEE DE FECAMP,2,sup1990,meuble,appartement,28.387069838544996,34.0840859551323,19.89104834976192
CAMBRONNE - GARIBALDI,2,sup1990,meuble,appartement,28.200249863316753,33.800301880772714,19.700177312992523
HALLES - BEAUBOURG - MONTORGUEIL,2,sup1990,meuble,appartement,29.4451268584347,35.31415223012164,20.598998401681904
MUETTE NORD,2,sup1990,meuble,appartement,32.30000619978181,38.8000073068857,22.60000442841558
PORTE DES LILAS,2,sup1990,meuble,appartement,24.59321659730328,29.49192448019815,17.19531618154651
EMERIAU - ZOLA,2,sup1990,meuble,appartement,30.9,37.1,21.6
PORTE SAINT-DENIS - PARADIS,2,sup1990,meuble,appartement,30.599742489096894,36.69969397373795,21.399822729189502
GEORGES BRASSENS,2,sup1990,meuble,appartement,28.600030656788945,34.300036788146734,20.000022481645225
MONTMARTRE,2,sup1990,meuble,appartement,28.400044173804513,34.10005220540533,19.900030118503075
ROSA PARKS - MACDONALD,2,sup1990,meuble,appartement,24.560258821640684,29.452537374151635,17.172180414486107
REUNION - PERE LACHAISE,2,sup1990,meuble,appartement,26.02359958804666,31.208320219051146,18.22499146256489
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,2,sup1990,meuble,appartement,25.80002664372634,31.00003074276116,18.100018445656698
SAINT BLAISE,2,sup1990,meuble,appartement,24.597942325292824,29.497548947507475,17.198578530671274
PEREIRE - MALESHERBES,2,sup1990,meuble,appartement,27.744895895379155,33.25387507445498,19.38142712676541
REPUBLIQUE - SAINT-AMBROISE,2,sup1990,meuble,appartement,26.57562890290466,31.886434339734553,18.598619888282222
PERNETY,2,sup1990,meuble,appartement,29.80842250405844,35.748096075639026,20.888856977343302
EUROPE,2,sup1990,meuble,appartement,32.29974140259596,38.7996798537055,22.59982275630067
GROS CAILLOU,2,sup1990,meuble,appartement,35.099906792480446,42.09988929524058,24.59993352744136
GRANDES CARRIERES - CLICHY,2,sup1990,meuble,appartement,28.399959935837263,34.09995177910143,19.899971811182798
MAIRIE,2,sup1990,meuble,appartement,32.167420594838006,38.63427784935211,22.511611323251262
SEINE,2,sup1990,meuble,appartement,30.528793054304405,36.614552197378224,21.39199578546976
MONNAIE,2,sup1990,meuble,appartement,31.099919272511016,37.299903127013216,21.799942337507872
BASTILLE - POPINCOURT,2,sup1990,meuble,appartement,26.182606163928526,31.437265780499807,18.34596298438984
BELLEVILLE,2,sup1990,meuble,appartement,25.6667315376229,30.833390075762864,18.000034045457717
AMANDIERS - MENILMONTANT,2,sup1990,meuble,appartement,27.09967036471921,32.49961936844411,18.99977051676207
BERCY,2,sup1990,meuble,appartement,27.100042450110227,32.50005464411492,19.000027354117904
ECOLE MILITAIRE,2,sup1990,meuble,appartement,35.09982666511236,42.09979165830055,24.59987685291356
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,2,sup1990,meuble,appartement,28.3942217605494,34.09304250462474,19.895962132225698
BATIGNOLLES,2,sup1990,meuble,appartement,26.952895269668648,32.31760512094163,18.841156318785828
MONCEAU,2,sup1990,meuble,appartement,32.247827656585436,38.73478463211568,22.56521835587845
ANVERS - MONTHOLON,2,sup1990,meuble,appartement,30.59997161867787,36.69996645843749,21.399980649098545
MOUTON - DUVERNET,2,sup1990,meuble,appartement,28.068359882904833,33.647394749820386,19.617545731849425
VAL DE GRACE,2,sup1990,meuble,appartement,27.59985097287138,33.09981106863719,19.299885855995427
OPERA - CHAUSSEE D'ANTIN,2,sup1990,meuble,maison,31.08813662261482,37.28576394713778,21.790513010226164
OLYMPIADES - CHOISY,2,sup1990,meuble,maison,25.085304397142057,30.082365276570467,17.544124936155274
SORBONNE,2,sup1990,meuble,maison,27.60000933703292,33.10001120380152,19.300006668853527
LA CHAPELLE - MARX DORMOY,2,sup1990,meuble,maison,24.827411455579522,29.78426150727462,17.370555779484864
ELYSEES - MADELEINE,2,sup1990,meuble,maison,31.1603294867063,37.37541185838287,21.840219657804198
DANUBE,2,sup1990,meuble,maison,24.597662234862376,29.497216946264732,17.198385828833544
FLANDRE - AUBERVILLIERS,2,sup1990,meuble,maison,24.60003677447756,29.50004413105163,17.20002574381285
SAINT - VICTOR,2,sup1990,meuble,maison,27.598582802907327,33.09822613006632,19.298935406774895
CROULEBARBE,2,sup1990,meuble,maison,30.59962787353697,36.6995515165085,21.399738515337138
EPINETTES - BESSIERES,2,sup1990,meuble,maison,25.79359854213658,30.992253530707618,18.095502952955297
SAINT - PLACIDE,2,sup1990,meuble,maison,35.099975847267466,42.099970946713036,24.599982848059504
SAINT - THOMAS D'AQUIN,2,sup1990,meuble,maison,35.09977345488349,42.09972814586019,24.599841418418446
GAMBETTA,2,sup1990,meuble,maison,25.599990193731433,30.700016408506297,17.920080307344318
SAINT - LAMBERT,2,sup1990,meuble,maison,28.564144977746928,34.25518077269556,19.973107984163374
BOIS DE BOULOGNE,2,sup1990,meuble,maison,31.742212915753747,38.12268711169157,22.201580654503314
NATION - PICPUS,2,sup1990,meuble,maison,28.399972583891287,34.09996613193234,19.899980644088114
PLAINE LAGNY,2,sup1990,meuble,maison,24.59990856159773,29.49989097498778,17.19993760884968
DIDOT - PORTE DE VANVES,2,sup1990,meuble,maison,30.09995511053614,36.099945855464924,21.099967450631098
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,2,sup1990,meuble,maison,30.099933075750467,36.09992078663412,21.099952175315334
CHAILLOT,2,sup1990,meuble,maison,32.299973158151246,38.799965935496495,22.59998188364118
MARAIS - ARCHIVES,2,sup1990,meuble,maison,28.475553054097198,34.150663664916635,19.925395038640854
AMIRAUX - SIMPLON - POISSONNIERS,2,sup1990,meuble,maison,27.013298800376315,32.44661229244288,18.939970321025317
PIGALLE - MARTYRS,2,sup1990,meuble,maison,30.63022928750229,36.7362752429667,21.424184066767502
CITROEN - BOUCICAUT,2,sup1990,meuble,maison,30.9,37.1,21.6
SAINT - GERMAIN DES PRES,2,sup1990,meuble,maison,31.1006757391565,37.30081088698779,21.800473017409548
BEL - AIR NORD,2,sup1990,meuble,maison,27.099981263484313,32.49997839778197,18.999985716238484
AUTEUIL SUD,2,sup1990,meuble,maison,30.9,37.1,21.6
PONT DE FLANDRE,2,sup1990,meuble,maison,24.59829165842988,29.497966260035565,17.19882043082063
